Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,SEC Form 4 Link,Insider_id
KUMAR DEVINDER,"EVP, CFO & Treasurer",May 18,Option Exercise,12.83,28966.0,371634.0,553336.0,May 20 04:23 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000085/xslF345X03/wf-form4_165307818953082.xml,1558880
KUMAR DEVINDER,"EVP, CFO & Treasurer",May 18,Sale,100.0,28966.0,2896600.0,524370.0,May 20 04:23 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000085/xslF345X03/wf-form4_165307818953082.xml,1558880
Bergman Rick,"EVP, Computing & Graphics",May 17,Sale,97.94,2000.0,195880.0,87988.0,May 19 04:13 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000083/xslF345X03/wf-form4_165299116645295.xml,1321224
GRASBY PAUL DARREN,EVP & CSO,May 04,Sale,98.26,15000.0,1473900.0,47505.0,May 06 04:17 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000081/xslF345X03/wf-form4_165186824766101.xml,1768248
PENG VICTOR,"President, AECG",Apr 29,Option Exercise,0.0,55924.0,0.0,190864.0,May 03 04:19 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000076/xslF345X03/wf-form4_165160912250622.xml,1182953
SMITH DARLA M,Chief Accounting Officer,Apr 15,Option Exercise,0.0,628.0,0.0,7889.0,Apr 19 04:21 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000070/xslF345X03/wf-form4_165039965135219.xml,1674334
CALDWELL JOHN EDWARD,Director,Apr 01,Sale,109.28,10000.0,1092800.0,4672.0,Apr 05 04:18 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000068/xslF345X03/wf-form4_164918988909068.xml,1378427
Papermaster Mark D,Chief Technology Officer & EVP,Mar 30,Option Exercise,6.98,20180.0,140856.0,1314812.0,Apr 01 04:27 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000066/xslF345X03/wf-form4_164884484559919.xml,1449649
Papermaster Mark D,Chief Technology Officer & EVP,Mar 30,Sale,125.0,20180.0,2522500.0,1294632.0,Apr 01 04:27 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000066/xslF345X03/wf-form4_164884484559919.xml,1449649
PENG VICTOR,"President, AECG",Mar 22,Option Exercise,0.0,104001.0,0.0,186505.0,Mar 24 04:18 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000064/xslF345X03/wf-form4_164815311252261.xml,1182953
PENG VICTOR,"President, AECG",Mar 18,Option Exercise,0.0,148923.0,0.0,156342.0,Mar 22 04:13 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000062/xslF345X03/wf-form4_164798001918868.xml,1182953
KUMAR DEVINDER,"EVP, CFO & Treasurer",Mar 01,Option Exercise,12.83,28964.0,371608.0,553334.0,Mar 03 04:14 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000056/xslF345X03/wf-form4_164634203414608.xml,1558880
KUMAR DEVINDER,"EVP, CFO & Treasurer",Mar 01,Sale,122.26,28964.0,3541139.0,524370.0,Mar 03 04:14 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000056/xslF345X03/wf-form4_164634203414608.xml,1558880
Su Lisa T,"Chairman, President & CEO",Feb 15,Option Exercise,2.92,100000.0,292000.0,2180917.0,Feb 17 05:35 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000052/xslF345X03/wf-form4_164513730605634.xml,1405109
GRASBY PAUL DARREN,EVP & CSO,Feb 15,Option Exercise,0.0,17191.0,0.0,70586.0,Feb 17 04:48 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000050/xslF345X03/wf-form4_164513448154618.xml,1768248
Bergman Rick,"EVP, Computing & Graphics",Feb 15,Sale,117.12,2000.0,234240.0,89988.0,Feb 17 04:41 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000048/xslF345X03/wf-form4_164513405107909.xml,1321224
Su Lisa T,"Chairman, President & CEO",Feb 15,Sale,120.0,100000.0,12000000.0,2080917.0,Feb 17 05:35 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000052/xslF345X03/wf-form4_164513730605634.xml,1405109
Papermaster Mark D,Chief Technology Officer & EVP,Feb 10,Option Exercise,6.98,20180.0,140856.0,1314812.0,Feb 14 04:19 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000033/xslF345X03/wf-form4_164487352119512.xml,1449649
Papermaster Mark D,Chief Technology Officer & EVP,Feb 10,Sale,128.63,20180.0,2595753.0,1294632.0,Feb 14 04:19 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000033/xslF345X03/wf-form4_164487352119512.xml,1449649
KUMAR DEVINDER,"EVP, CFO & Treasurer",Feb 08,Option Exercise,12.83,28964.0,371608.0,553334.0,Feb 10 04:10 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000028/xslF345X03/wf-form4_164452741229433.xml,1558880
KUMAR DEVINDER,"EVP, CFO & Treasurer",Feb 08,Sale,122.25,28964.0,3540849.0,524370.0,Feb 10 04:10 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000028/xslF345X03/wf-form4_164452741229433.xml,1558880
SMITH DARLA M,Chief Accounting Officer,Jan 15,Option Exercise,0.0,472.0,0.0,10926.0,Jan 18 04:10 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248823000005/xslF345X03/wf-form4_167407621259661.xml,1674334
GRASBY PAUL DARREN,EVP & CSO,Dec 14,Sale,70.95,16153.0,1146055.0,113875.0,Dec 16 04:15 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000180/xslF345X03/wf-form4_167122527658475.xml,1768248
Su Lisa T,"Chair, President & CEO",Dec 02,Option Exercise,2.92,528457.0,1543094.0,3455442.0,Dec 06 04:11 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000178/xslF345X03/wf-form4_167036105897722.xml,1405109
Bergman Rick,"EVP, Computing & Graphics",Nov 14,Sale,75.22,3000.0,225660.0,158232.0,Nov 16 04:07 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000175/xslF345X03/wf-form4_166863284931507.xml,1321224
GRASBY PAUL DARREN,EVP & CSO,Oct 12,Sale,57.45,10425.0,598916.0,130028.0,Oct 14 04:14 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000165/xslF345X03/wf-form4_166577846786277.xml,1768248
Bergman Rick,"EVP, Computing & Graphics",Aug 23,Sale,92.39,3000.0,277170.0,161232.0,Aug 25 04:11 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000159/xslF345X03/wf-form4_166145824073614.xml,1321224
Su Lisa T,"Chairman, President & CEO",Aug 18,Option Exercise,2.92,125000.0,365000.0,3051985.0,Aug 18 06:22 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000155/xslF345X03/wf-form4_166086131236621.xml,1405109
Su Lisa T,"Chairman, President & CEO",Aug 18,Sale,100.02,125000.0,12502500.0,2926985.0,Aug 18 06:22 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000155/xslF345X03/wf-form4_166086131236621.xml,1405109
Norrod Forrest Eugene,SVP & GM DESG,Aug 18,Sale,99.31,824.0,81831.0,276816.0,Aug 18 06:27 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000157/xslF345X03/wf-form4_166086162489496.xml,1622864
Su Lisa T,"Chairman, President & CEO",Aug 16,Option Exercise,0.0,451587.0,0.0,3104685.0,Aug 18 06:22 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000155/xslF345X03/wf-form4_166086131236621.xml,1405109
KUMAR DEVINDER,"EVP, CFO & Treasurer",Aug 16,Option Exercise,0.0,89145.0,0.0,599949.0,Aug 18 06:18 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000153/xslF345X03/wf-form4_166086109181295.xml,1558880
Bergman Rick,"EVP, Computing & Graphics",Aug 16,Option Exercise,0.0,96897.0,0.0,212274.0,Aug 18 06:14 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000151/xslF345X03/wf-form4_166086084427698.xml,1321224
Papermaster Mark D,Chief Technology Officer & EVP,Aug 16,Option Exercise,0.0,135657.0,0.0,1573327.0,Aug 18 06:12 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000149/xslF345X03/wf-form4_166086071342265.xml,1449649
GRASBY PAUL DARREN,EVP & CSO,Aug 16,Option Exercise,0.0,185250.0,0.0,229837.0,Aug 18 06:08 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000147/xslF345X03/wf-form4_166086048550495.xml,1768248
WOLIN HARRY A,"SVP, GC & Corporate Secretary",Aug 16,Option Exercise,0.0,65890.0,0.0,1457129.0,Aug 18 06:03 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000145/xslF345X03/wf-form4_166086017856223.xml,1273666
Norrod Forrest Eugene,SVP & GM DESG,Aug 16,Option Exercise,0.79,91244.0,71765.0,321186.0,Aug 18 06:27 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000157/xslF345X03/wf-form4_166086162489496.xml,1622864
Bergman Rick,"EVP, Computing & Graphics",Aug 09,Option Exercise,0.0,54327.0,0.0,142315.0,Aug 11 06:11 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000143/xslF345X03/wf-form4_166025587806429.xml,1321224
WOLIN HARRY A,"SVP, GC & Corporate Secretary",Aug 09,Option Exercise,0.0,8570.0,0.0,1394613.0,Aug 11 06:09 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000141/xslF345X03/wf-form4_166025572885122.xml,1273666
Su Lisa T,"Chairman, President & CEO",Aug 09,Option Exercise,0.0,839538.0,0.0,2983459.0,Aug 11 06:06 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000139/xslF345X03/wf-form4_166025558211211.xml,1405109
Papermaster Mark D,Chief Technology Officer & EVP,Aug 09,Option Exercise,0.0,235845.0,0.0,1530477.0,Aug 11 05:59 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000135/xslF345X03/wf-form4_166025516440787.xml,1449649
SMITH DARLA M,Chief Accounting Officer,Aug 09,Option Exercise,0.0,3983.0,0.0,11833.0,Aug 11 05:56 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000133/xslF345X03/wf-form4_166025496036358.xml,1674334
GRASBY PAUL DARREN,EVP & CSO,Aug 09,Option Exercise,0.0,13117.0,0.0,50917.0,Aug 11 05:52 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000131/xslF345X03/wf-form4_166025474760146.xml,1768248
KUMAR DEVINDER,"EVP, CFO & Treasurer",Aug 09,Option Exercise,0.0,12765.0,0.0,517135.0,Aug 11 05:49 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000129/xslF345X03/wf-form4_166025456135355.xml,1558880
Norrod Forrest Eugene,SVP & GM DESG,Aug 09,Option Exercise,0.0,12196.0,0.0,236018.0,Aug 11 05:44 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000127/xslF345X03/wf-form4_166025425765140.xml,1622864
GRASBY PAUL DARREN,EVP & CSO,Jul 12,Option Exercise,30.15,22989.0,693022.0,70494.0,Jul 14 04:10 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000114/xslF345X03/wf-form4_165782939625376.xml,1768248
PENG VICTOR,"President, AECG",Jul 12,Option Exercise,0.0,30489.0,0.0,193625.0,Jul 14 04:14 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000116/xslF345X03/wf-form4_165782962922719.xml,1182953
GRASBY PAUL DARREN,EVP & CSO,Jul 12,Sale,76.99,32694.0,2517111.0,37800.0,Jul 14 04:10 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000114/xslF345X03/wf-form4_165782939625376.xml,1768248
WOLIN HARRY A,"SVP, GC & Corporate Secretary",Jun 15,Option Exercise,1.84,325143.0,598263.0,1618212.0,Jun 17 04:11 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000110/xslF345X03/wf-form4_165549667160461.xml,1273666
KUMAR DEVINDER,"EVP, CFO & Treasurer",May 31,Sale,102.44,20000.0,2048800.0,504370.0,Jun 02 04:11 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000108/xslF345X03/wf-form4_165420068129969.xml,1558880
HOUSEHOLDER JOSEPH A,Director,May 19,Option Exercise,0.0,2578.0,0.0,6572.0,May 20 04:39 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000093/xslF345X03/wf-form4_165307912042829.xml,1361347
KUMAR DEVINDER,"EVP, CFO & Treasurer",May 18,Option Exercise,12.83,28966.0,371634.0,553336.0,May 20 04:23 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000085/xslF345X03/wf-form4_165307818953082.xml,1558880
KUMAR DEVINDER,"EVP, CFO & Treasurer",May 18,Sale,100.0,28966.0,2896600.0,524370.0,May 20 04:23 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000085/xslF345X03/wf-form4_165307818953082.xml,1558880
Bergman Rick,"EVP, Computing & Graphics",May 17,Sale,97.94,2000.0,195880.0,87988.0,May 19 04:13 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000083/xslF345X03/wf-form4_165299116645295.xml,1321224
GRASBY PAUL DARREN,EVP & CSO,May 04,Sale,98.26,15000.0,1473900.0,47505.0,May 06 04:17 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000081/xslF345X03/wf-form4_165186824766101.xml,1768248
PENG VICTOR,"President, AECG",Apr 29,Option Exercise,0.0,55924.0,0.0,190864.0,May 03 04:19 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000076/xslF345X03/wf-form4_165160912250622.xml,1182953
SMITH DARLA M,Chief Accounting Officer,Apr 15,Option Exercise,0.0,628.0,0.0,7889.0,Apr 19 04:21 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000070/xslF345X03/wf-form4_165039965135219.xml,1674334
CALDWELL JOHN EDWARD,Director,Apr 01,Sale,109.28,10000.0,1092800.0,4672.0,Apr 05 04:18 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000068/xslF345X03/wf-form4_164918988909068.xml,1378427
Papermaster Mark D,Chief Technology Officer & EVP,Mar 30,Option Exercise,6.98,20180.0,140856.0,1314812.0,Apr 01 04:27 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000066/xslF345X03/wf-form4_164884484559919.xml,1449649
Papermaster Mark D,Chief Technology Officer & EVP,Mar 30,Sale,125.0,20180.0,2522500.0,1294632.0,Apr 01 04:27 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000066/xslF345X03/wf-form4_164884484559919.xml,1449649
PENG VICTOR,"President, AECG",Mar 22,Option Exercise,0.0,104001.0,0.0,186505.0,Mar 24 04:18 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000064/xslF345X03/wf-form4_164815311252261.xml,1182953
PENG VICTOR,"President, AECG",Mar 18,Option Exercise,0.0,148923.0,0.0,156342.0,Mar 22 04:13 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000062/xslF345X03/wf-form4_164798001918868.xml,1182953
KUMAR DEVINDER,"EVP, CFO & Treasurer",Mar 01,Option Exercise,12.83,28964.0,371608.0,553334.0,Mar 03 04:14 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000056/xslF345X03/wf-form4_164634203414608.xml,1558880
KUMAR DEVINDER,"EVP, CFO & Treasurer",Mar 01,Sale,122.26,28964.0,3541139.0,524370.0,Mar 03 04:14 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000056/xslF345X03/wf-form4_164634203414608.xml,1558880
Su Lisa T,"Chairman, President & CEO",Feb 15,Option Exercise,2.92,100000.0,292000.0,2180917.0,Feb 17 05:35 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000052/xslF345X03/wf-form4_164513730605634.xml,1405109
GRASBY PAUL DARREN,EVP & CSO,Feb 15,Option Exercise,0.0,17191.0,0.0,70586.0,Feb 17 04:48 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000050/xslF345X03/wf-form4_164513448154618.xml,1768248
Bergman Rick,"EVP, Computing & Graphics",Feb 15,Sale,117.12,2000.0,234240.0,89988.0,Feb 17 04:41 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000048/xslF345X03/wf-form4_164513405107909.xml,1321224
Su Lisa T,"Chairman, President & CEO",Feb 15,Sale,120.0,100000.0,12000000.0,2080917.0,Feb 17 05:35 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000052/xslF345X03/wf-form4_164513730605634.xml,1405109
Papermaster Mark D,Chief Technology Officer & EVP,Feb 10,Option Exercise,6.98,20180.0,140856.0,1314812.0,Feb 14 04:19 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000033/xslF345X03/wf-form4_164487352119512.xml,1449649
Papermaster Mark D,Chief Technology Officer & EVP,Feb 10,Sale,128.63,20180.0,2595753.0,1294632.0,Feb 14 04:19 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000033/xslF345X03/wf-form4_164487352119512.xml,1449649
KUMAR DEVINDER,"EVP, CFO & Treasurer",Feb 08,Option Exercise,12.83,28964.0,371608.0,553334.0,Feb 10 04:10 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000028/xslF345X03/wf-form4_164452741229433.xml,1558880
KUMAR DEVINDER,"EVP, CFO & Treasurer",Feb 08,Sale,122.25,28964.0,3540849.0,524370.0,Feb 10 04:10 PM,http://www.sec.gov/Archives/edgar/data/2488/000000248822000028/xslF345X03/wf-form4_164452741229433.xml,1558880
