Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
BON,Bon Natural Life Limited,Consumer Defensive,Packaged Foods,China,14600000,2.09,1.55,0.1843,150440,"['Most Volatile', 'Top Gainers']",2,-,0.74,39.18,8369999,23.13,2.15,0.72,0.0,3960000.0,8.41,6200000.0,,,0.2,46.36,29900000.0,0.49,8.5,48.89,0.0,25.05,3.53,0.44,14.3,17.5,10.0,59.81,0.09,18.25,,25.4,0.93,6.47,46.73,,,,15.3,76.02,,,2.0,,31.5,66.82,0.15,103,2.2,11.0,21.8,65.81,11.79,12.77,False,0.16,16.0,20.9,2.65,1.31,True,0.01,0.0,56700,,22.63,29.68,27.6,2023-02-20 12:15:00,0.04,0.03,2023-02-10,BMO
ELYM,"Eliem Therapeutics, Inc.",Healthcare,Biotechnology,USA,61100000,,2.7,0.1739,117062,"['Most Volatile', 'New Low', 'Top Gainers', 'Unusual Volume']",4,-,-1.83,0.6,26340000,15.62,,-1.4,0.0,19750000.0,31.03,-48000000.0,,-0.38,69.8,7.69,,,368.8,1.99,30000.0,8.16,5.1,0.53,23.1,30.7,6.0,71.82,5.42,0.5,,32.1,2.23,11.51,26.43,,,,,76.53,,,21.2,,,21.08,0.40,43,21.2,,,39.86,17.57,12.81,False,0.0,47.6,,11.95,2.30,True,0.0,,9800,1.7,19.57,17.72,18.3,2023-02-20 12:15:00,0.14,2.75,,
AMAM,Ambrx Biopharma Inc.,Healthcare,Biotechnology,USA,107410000,,3.25,0.1691,8046872,"['Most Volatile', 'Top Gainers']",2,-,-2.26,,38620000,122.6,,-0.3,,5520000.0,69.27,-90600000.0,,,49.9,423.18,5200000.0,20.66,301.7,2.37,370000.0,57.0,3.67,0.89,0.0,,3.0,23.53,3.36,0.97,21.7,,0.38,5.12,43.17,,,,33.9,36.52,,,4.7,,,755.26,0.40,81,4.7,43.3,,75.16,35.17,14.95,True,0.0,,,1.74,2.78,True,0.0,,4620000,2.0,74.59,67.68,54.85,2023-02-20 12:15:00,6.68,0.08,,
TNYA,"Tenaya Therapeutics, Inc.",Healthcare,Biotechnology,USA,174700000,,3.17,0.1612,318620,"['Channel Down', 'Most Volatile', 'Top Gainers']",3,-,-2.81,0.3,63990000,14.44,,-2.59,,60930000.0,24.31,-116300000.0,,-0.65,55.7,0.63,,,320.0,8.01,840000.0,35.04,4.75,0.67,8.8,43.2,24.0,78.74,2.71,1.17,,49.1,1.64,15.06,57.71,,,,,78.95,,,8.9,,,93.29,0.29,140,8.9,,,56.85,13.72,9.86,True,0.0,9.3,,0.83,2.73,True,0.0,,382150,1.9,3.49,26.82,20.84,2023-02-20 12:15:00,1.38,2.2,,
TRDA,"Entrada Therapeutics, Inc.",Healthcare,Biotechnology,USA,300940000,,11.06,0.1545,41246,"['Most Volatile', 'Top Gainers']",2,-,-5.18,1.4,31300000,31.64,,-3.82,27.24,26170000.0,12.01,-88400000.0,,-0.83,77.9,36.58,,,819.7,1.01,1130000.0,14.26,7.45,1.48,24.8,29.7,18.0,24.71,7.92,1.4,,33.2,5.12,24.38,18.2,,,,,54.63,,,10.9,,,116.02,1.61,124,10.9,,,39.44,19.78,11.72,False,0.0,66.3,,0.67,9.58,True,0.0,,61950,2.0,18.16,25.95,17.12,2023-02-20 12:15:00,4.32,18.25,,
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USA,7990000000,,20.54,0.1533,81746898,"['Major News', 'Most Active', 'Top Gainers', 'Unusual Volume', 'Upgrades']",5,-,-3.44,2.1,448330000,28.46,,-1.2,0.0,436140000.0,52.83,-1461600000.0,,-0.77,58.2,38.22,1860000000.0,4.3,6.1,2.43,33680000.0,4.9,3.2,6.42,45.7,38.5,23.29,10.66,5.05,4.07,6.8,99.4,9.77,25.01,80.33,,,,53.6,17.87,1.86,,1.7,,32.6,110.24,1.12,3400,1.7,135.9,93.6,77.52,6.78,6.17,True,0.87,25.5,83.7,6.35,17.81,True,0.87,,12870000,2.4,28.27,46.87,41.56,2023-02-20 12:15:00,7.72,2.62,2023-02-16,AMC
KPRX,"Kiora Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,10210000,,6.34,0.1527,616639,"['Most Volatile', 'Top Gainers']",2,-,-40.43,2.3,1850000,1.6,,-5.56,0.0,1770000.0,88.13,-16800000.0,,-2.46,7.7,7.46,,,19.3,11.71,70000.0,13.7,12.4,0.51,58.7,95.0,47.0,78.06,2.98,2.13,,149.3,2.32,39.18,84.84,,,42.5,,83.82,0.14,,2.2,,,173.28,0.88,14,2.2,,,64.62,15.46,17.7,False,0.0,46.8,,0.39,5.50,True,0.0,,1570000,1.7,40.28,66.57,24.72,2023-02-20 12:15:00,3.87,0.04,,
RSLS,ReShape Lifesciences Inc.,Healthcare,Medical Devices,USA,2300000,,5.0,0.1521,3700067,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-100.65,4.6,520000,0.4,,-25.5,94.9,450000.0,30.56,-65099999.99999999,,-10.0,3.3,54.81,11300000.0,0.2,4.6,97.83,30000.0,77.14,0.93,5.38,70.5,151.4,38.75,92.91,13.26,0.38,,188.6,3.83,77.00,25.82,,,46.9,126.8,93.51,-0.05,,1.3,32.0,61.9,30.55,1.92,47,1.8,24.3,,44.95,19.87,17.77,False,0.0,64.5,,5.13,4.34,True,0.0,,721490,2.0,27.61,31.38,74.52,2023-02-20 12:15:00,6.45,0.04,2022-11-14,BMO
KNSL,"Kinsale Capital Group, Inc.",Financial,Insurance - Property & Casualty,USA,6740000000,55.08,334.31,0.1449,428566,"['New High', 'Top Gainers']",2,-,6.07,2.1,22810000,15.16,29.53,11.32,3.09,21790000.0,20.95,140200000.0,3.67,2.09,87.9,12.76,759300000.0,8.88,71.1,3.07,930000.0,20.15,27.15,12.31,24.88,6.5,319.8,71.05,6.26,53.4,15.0,22.0,187.03,334.99,27.83,0.56,14.2,39.6,20.5,0.2,0.89,0.17,,35.2,,78.75,12.20,375,,31.6,23.2,71.17,4.19,3.81,True,0.2,10.1,18.9,2.86,292.01,True,0.2,7.6,149820,2.7,17.44,19.68,28.68,2023-02-20 12:15:00,4.26,6.2,2023-02-16,AMC
RETA,"Reata Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1560000000,,48.83,0.1438,1836167,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-8.55,3.7,36540000,11.92,,-8.43,0.0,30570000.0,27.59,-311800000.0,,-2.21,89.3,28.23,3100000.0,504.68,2.2,0.0,8410000.0,121.55,0.12,406.92,0.2,47.4,62.4,80.18,13.6,3.59,,322.3,18.47,51.98,28.53,,,,131.3,6.06,1.21,,8.8,25.4,,164.37,3.12,346,8.8,93.2,,64.39,8.4,7.55,True,0.0,9.5,,3.16,42.69,True,0.0,,580640,1.7,10.24,22.98,51.14,2023-02-20 12:15:00,27.5,14.48,,
PALT,"Paltalk, Inc.",Technology,Software - Application,USA,28910000,,3.53,0.1424,495105,"['Most Volatile', 'Top Gainers']",2,-,-0.3,6.7,9720000,9.97,,-0.33,2.81,4500000.0,49.58,-2900000.0,,-0.1,7.8,136.91,11300000.0,2.56,14.8,39.54,30000.0,101.71,2.25,1.57,19.5,10.6,,18.86,1.89,1.87,,12.4,1.28,4.60,167.42,,,21.5,4.0,23.26,0.7,,4.6,8.8,75.3,175.78,0.40,21,4.6,23.5,26.3,59.09,11.83,15.83,False,0.0,103.8,25.9,2.12,3.09,True,0.0,0.0,233080,3.0,2.24,49.29,82.56,2023-02-20 12:15:00,0.72,0.14,,
LMFA,"LM Funding America, Inc.",Financial,Credit Services,USA,15210000,,1.32,0.1379,484354,"['Most Volatile', 'Overbought', 'Top Gainers', 'Unusual Volume']",4,-,-1.19,0.2,13090000,67.09,,-1.7,0.0,9770000.0,87.74,-14800000.0,,-0.45,28.7,73.0,500000.0,30.41,124.0,2.22,20000.0,0.75,4.75,0.28,44.1,22.8,2.0,62.82,0.89,1.49,,24.0,0.55,3.57,139.13,,,15.1,8.5,63.03,1.64,,8.9,24.6,,140.0,0.08,8,8.9,100.0,,84.51,15.41,8.52,True,0.0,49.8,,5.58,1.16,True,0.0,0.0,86830,2.0,63.38,83.75,35.9,2023-02-20 12:15:00,0.18,0.2,2022-11-18,BMO
IFBD,"Infobird Co., Ltd",Technology,Software - Application,China,9300000,,1.41,0.1371,2502413,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.17,33.77,6590000,44.73,,,0.0,4370000.0,66.47,,,,5.02,56.67,7730000.0,1.2,,,30000.0,27.71,1.04,1.36,,,,69.68,,,,,0.55,4.85,135.0,,,,,70.93,,,,,,156.13,0.21,391,,42.5,,65.72,23.18,20.29,False,,,,29.17,1.24,True,,,85780,,30.33,58.22,15.61,2023-02-20 12:15:00,0.76,0.39,,
OBIO,"Orchestra BioMed Holdings, Inc.",Healthcare,Biotechnology,USA,278480000,,10.01,0.1362,66476,"['Most Volatile', 'Top Gainers']",2,-,-0.19,35.3,11210000,12.6,,,0.0,6730000.0,0.1,-2700000.0,,,51.6,0.6,-20000.0,,,37.6,30000.0,0.3,5.42,1.85,,2.4,20.0,1.93,0.01,1392.39,,2.5,7.49,13.80,0.3,,,,,27.46,,,0.2,,,33.64,0.92,45,0.2,12.8,,55.41,9.21,14.45,False,0.0,,,0.70,8.81,True,0.0,,95240,,6.24,2.6,1.25,2023-02-20 12:15:00,0.43,0.31,,
OTTR,Otter Tail Corporation,Utilities,Utilities - Diversified,USA,2610000000,10.51,71.22,0.135,1704157,"['Top Gainers', 'Unusual Volume']",2,-,6.78,1.96,41600000,11.26,20.73,3.44,0.28,40830000.0,16.13,284200000.0,1.17,1.02,58.0,28.93,1460000000.0,1.79,60.3,2.51,1010000.0,12.85,29.26,2.43,12.86,9.9,67.67,15.94,3.24,21.95,9.0,24.9,52.6,82.46,21.31,1.75,17.49,29.4,15.5,13.63,0.52,2.46,1.3,11.4,55.9,35.4,2.25,2422,1.9,9.5,26.7,72.86,4.27,2.74,True,0.68,18.7,19.5,11.38,62.75,True,0.68,24.1,149790,2.7,12.47,16.57,9.35,2023-02-20 12:15:00,2.47,6.73,2023-02-13,AMC
UONEK,"Urban One, Inc.",Communication Services,Broadcasting,USA,227000000,6.57,5.1,0.1333,42233,"['Most Volatile', 'Top Gainers']",2,-,0.78,27.7,46630000,10.39,,,0.16,20200000.0,2.82,42200000.0,,,40.7,8.97,483500000.0,0.47,493.3,0.93,230000.0,13.33,5.71,0.89,,3.3,,7.82,1.92,2.65,,16.1,3.36,6.99,35.64,,2.51,141.5,9.1,27.04,0.92,,2.5,0.7,74.2,51.79,0.26,825,2.5,8.9,21.8,58.04,6.85,5.09,True,0.0,66.7,8.7,1.35,4.50,True,2.87,0.0,31220,,4.56,10.04,8.67,2023-02-20 12:15:00,1.13,7.34,,
CTLP,"Cantaloupe, Inc.",Technology,Information Technology Services,USA,384780000,,6.0,0.12990000000000002,1636347,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.14,0.2,71630000,18.58,37.97,0.16,40.27,65330000.0,21.7,-9800000.0,,0.04,75.4,73.91,227400000.0,1.69,76.2,0.54,500000.0,6.4,2.11,2.84,900.0,3.8,9.0,25.09,0.44,13.69,25.0,6.4,2.77,7.93,37.93,,,30.4,1.7,24.29,1.82,,1.0,15.1,29.0,116.61,0.33,275,1.4,20.0,4.7,71.63,7.38,5.66,True,0.26,21.4,4.3,3.19,5.31,True,0.25,,513490,1.5,16.43,28.7,27.33,2023-02-20 12:15:00,0.77,0.98,2023-02-07,AMC
UUU,"Universal Security Instruments, Inc.",Industrials,Security & Protection Services,USA,5110000,,2.48,0.1286,17337971,"['Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,-0.05,15.58,2310000,20.41,,,0.0,1950000.0,30.53,-100000.0,,,24.0,23.65,20100000.0,0.25,129.1,,20000.0,36.41,2.19,1.13,,,,8.49,0.1,25.54,,,1.5,5.25,22.17,,,48.0,0.9,52.76,1.42,,1.1,6.8,30.7,65.33,0.21,12,2.2,9.4,,69.95,15.0,8.06,False,0.53,86.3,,1083.16,2.20,True,0.0,0.0,16010,,17.9,14.72,21.38,2023-02-20 12:15:00,1.21,1.47,2022-11-21,AMC
KARO,Karooooo Ltd.,Technology,Software - Application,Singapore,786330000,17.42,28.62,0.127,14515,"['Most Volatile', 'Top Gainers']",2,-,1.64,74.73,30950000,14.5,1.33,21.51,0.0,7820000.0,15.1,30200000.0,,4.68,11.3,26.55,183600000.0,4.28,2.6,2.82,10000.0,5.12,4.29,6.67,12.07,16.3,31.0,9.5,,,,23.9,20.0,36.00,22.85,2.4,,,20.4,20.49,,8.38,1.6,,64.2,43.12,1.20,3508,1.7,29.3,23.8,69.83,4.77,4.93,False,0.08,0.4,16.4,0.73,25.40,True,0.04,626.9,19860,,13.93,18.69,17.49,2023-02-20 12:15:00,0.11,0.44,,
DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology,USA,379080000,,7.64,0.1261,358790,"['Most Volatile', 'Top Gainers']",2,-,-1.02,0.2,55780000,8.45,,-1.56,,35360000.0,8.89,-57000000.0,,-0.34,72.1,42.33,,,402.8,3.55,7260000.0,65.99,6.11,1.25,33.3,15.3,22.6,49.34,6.93,1.1,,15.7,6.51,26.30,25.58,,,,,70.97,,,33.5,,,17.28,0.58,128,33.5,,,45.15,7.66,6.73,True,0.0,54.7,,0.62,6.78,True,0.0,,576940,2.0,2.28,11.89,47.76,2023-02-20 12:15:00,20.53,12.58,,
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology,USA,66280000,,3.62,0.1242,271221,"['Head & Shoulders', 'Most Volatile', 'Top Gainers']",3,-,-2.23,0.9,20560000,11.04,,-0.98,5.62,20440000.0,19.87,-38800000.0,,-0.32,10.6,47.76,1000000.0,66.28,36.6,29.29,1170000.0,8.38,0.61,5.93,53.3,146.4,8.25,44.73,1.16,3.11,,276.9,1.77,7.40,53.39,,,73.0,123.4,51.08,2.22,,1.8,,90.0,104.52,0.31,11,1.8,,,60.82,9.82,9.91,True,0.0,23.5,,1.63,3.22,True,0.0,,166020,1.7,6.78,26.2,27.95,2023-02-20 12:15:00,5.73,7.06,2022-11-14,BMO
CMAX,"CareMax, Inc.",Healthcare,Health Information Services,USA,449780000,,4.54,0.12380000000000001,1031898,"['Most Volatile', 'Top Gainers']",2,-,-0.59,0.2,87410000,1.09,,-0.29,0.0,77580000.0,0.67,-51800000.0,,-0.05,57.1,9.74,585200000.0,0.77,89.5,0.57,6650000.0,37.81,5.37,0.85,50.8,7.6,8.0,29.39,0.54,8.44,,10.6,2.77,9.23,24.38,,,,3.5,50.81,,,4.8,,12.8,63.87,0.34,1270,4.8,50.8,7.1,55.76,8.92,8.08,True,0.39,43.9,8.8,2.14,4.04,True,0.39,,481140,2.0,3.89,17.03,15.98,2023-02-20 12:15:00,8.58,13.83,,
ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,USA,575670000,,6.94,0.12300000000000001,375500,"['Most Volatile', 'Top Gainers']",2,-,-2.79,21.9,93460000,12.48,,-2.16,6.01,46390000.0,35.55,-188500000.0,,-0.47,40.4,7.84,,,,37.97,4250000.0,11.37,2.47,2.81,13.7,,22.25,18.83,2.82,2.46,,,3.17,10.29,35.28,,,,,32.56,,,10.0,,,118.93,0.50,107,10.0,,,63.34,11.02,7.67,True,,,,1.51,6.18,True,,,247910,1.7,15.65,18.28,11.29,2023-02-20 12:15:00,9.17,17.16,,
ARBE,Arbe Robotics Ltd.,Technology,Software - Infrastructure,Israel,244990000,,4.35,0.1211,148932,"['Double Bottom', 'Most Volatile', 'Top Gainers']",3,-,-1.34,28.21,63620000,27.19,,-0.23,0.0,45400000.0,1.58,,,-0.14,32.3,4.57,3890000.0,63.01,271.8,1.31,300000.0,38.73,0.9,4.83,61.0,,9.0,41.06,1.13,3.85,,,2.89,9.03,27.57,,,,39.3,51.83,,,9.4,,,50.28,0.31,118,9.4,18.2,,63.54,10.2,7.83,True,0.0,66.0,,2.74,3.88,True,0.0,,54400,2.0,16.97,20.07,16.94,2023-02-20 12:15:00,0.66,5.52,2023-03-02,BMO
HUBS,"HubSpot, Inc.",Technology,Software - Application,USA,17580000000,,404.65,0.11800000000000001,2552632,"['Major News', 'Top Gainers', 'Unusual Volume']",3,-,-2.37,4.7,48800000,17.14,72.87,5.55,4.33,46260000.0,29.77,-113500000.0,,0.8,93.8,37.12,1630000000.0,10.78,41.3,1.56,1650000.0,11.41,20.33,19.9,35.24,5.2,431.52,25.45,32.51,12.45,39.0,13.5,245.03,546.95,39.95,,74.56,62.1,8.1,26.02,1.64,,2.3,35.7,81.3,65.14,19.98,7433,2.3,27.2,6.7,67.97,4.82,4.84,True,0.46,7.4,7.5,3.63,361.93,True,0.46,,702900,1.9,13.03,26.78,29.44,2023-02-20 12:15:00,3.57,2.35,2023-02-16,AMC
FORA,Forian Inc.,Healthcare,Health Information Services,USA,139970000,,4.8,0.1167,24167,"['Most Volatile', 'Recent Insider Buying', 'Top Gainers']",3,-,-0.96,45.65,32090000,46.39,,-0.23,0.12,17690000.0,75.56,-30500000.0,,-0.15,13.5,66.72,25900000.0,5.4,283.4,5.39,490000.0,11.41,0.45,10.67,66.7,58.1,7.0,37.96,0.71,6.79,,155.8,2.0,7.87,75.88,,,27.0,55.8,38.99,2.4,,3.3,51.4,73.5,140.08,0.36,138,3.3,44.0,,77.13,14.75,10.24,True,1.74,27.2,,0.57,4.30,True,1.74,,42480,2.0,41.12,68.79,33.69,2023-02-20 12:15:00,2.77,11.55,2022-11-14,AMC
