Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
MARA,"Marathon Digital Holdings, Inc.",Financial,Capital Markets,USA,789130000,,6.72,0.1487,36049635,"['Most Active', 'Most Volatile', 'Top Gainers']",3,-,-2.41,0.2,116530000,5.35,35.94,0.19,74.15,108040000.0,12.5,-268500000.0,,-0.17,37.5,31.22,149600000.0,5.27,183.7,6.71,48220000.0,61.93,5.36,1.25,107.3,18.0,11.91,75.05,1.55,4.34,50.0,39.2,3.11,32.74,96.49,,,58.7,7.7,79.47,5.07,,5.3,32.7,18.5,116.08,0.85,10,5.3,75.4,,49.87,12.88,13.06,True,0.0,194.2,,1.34,5.85,True,1.25,,26820000,2.3,10.21,15.28,29.95,2023-02-14,44.63,1.8,2022-11-08,AMC
SCLX,Scilex Holding Company,Healthcare,Drug Manufacturers - General,USA,1090000000,63.94,8.12,0.1469,344940,"['Most Volatile', 'Top Gainers']",2,-,0.13,96.2,13180000,8.56,,,0.0,5300000.0,6.84,1800000.0,,,9.2,13.16,34380000.0,31.78,,11.08,570000.0,21.01,6.78,1.2,,1.3,,19.12,0.0,,,1.6,2.87,11.69,103.51,,,,,30.54,,,0.2,,,182.93,1.68,2,0.2,36.7,,51.26,23.88,24.72,False,0.0,88.1,,1.22,7.08,False,0.0,,283220,,5.75,33.69,9.35,2023-02-14,10.69,2.0,,
NTB,The Bank of N.T. Butterfield & Son Limited,Financial,Banks - Diversified,Bermuda,1930000000,9.76,37.74,0.1457,336885,Top Gainers,1,-,3.87,,49630000,11.86,8.08,4.67,,49320000.0,20.04,192600000.0,,1.15,72.5,19.13,357900000.0,5.38,12.7,0.22,400000.0,8.48,15.21,2.48,11.78,1.3,39.6,0.71,48.63,0.78,,22.8,28.67,41.69,26.6,1.76,18.49,22.5,26.1,9.47,1.45,4.66,,3.4,,31.64,1.14,1217,,27.6,90.3,76.2,4.33,3.04,True,0.23,44.5,53.8,2.40,32.94,True,0.23,45.3,140420,3.0,18.1,19.01,16.4,2023-02-14,0.81,2.85,2023-02-13,AMC
NCTY,The9 Limited,Communication Services,Electronic Gaming & Multimedia,China,31070000,,1.18,0.1456,356836,"['Most Volatile', 'Top Gainers']",2,-,-3.58,45.1,25360000,13.24,,,0.0,24410000.0,8.53,-60700000.0,,,3.3,61.64,20000000.0,1.55,134.2,25.98,250000.0,27.61,5.26,0.22,,59.6,,72.56,2.4,0.49,,163.6,0.45,4.80,108.11,,,6.25,35.3,75.42,1.64,,1.9,19.3,35.2,161.41,0.14,74,1.9,59.6,,49.68,11.82,11.84,True,0.12,59.8,,0.70,1.03,True,0.0,,506980,,13.73,21.94,4.2,2023-02-14,1.03,0.5,,
OCUL,"Ocular Therapeutix, Inc.",Healthcare,Biotechnology,USA,469620000,,5.99,0.14529999999999998,9546400,"['Most Active', 'Most Volatile', 'Overbought', 'Top Gainers', 'Unusual Volume']",5,-,-0.77,0.1,76980000,39.63,,-0.85,169.33,76100000.0,49.75,-59300000.0,,-0.25,56.6,83.18,49700000.0,9.45,96.7,2.99,2940000.0,8.91,0.6,9.98,11.5,32.8,11.43,9.71,1.54,3.88,,84.8,2.57,6.53,113.17,,,45.6,56.0,8.2,1.39,,4.9,87.3,90.7,133.07,0.40,228,5.0,1.6,,82.0,14.41,7.3,True,0.0,,,9.28,5.23,True,1.15,,1030000,1.9,46.45,73.91,49.64,2023-02-14,3.86,2.85,2022-11-07,AMC
INDI,"indie Semiconductor, Inc.",Technology,Semiconductor Equipment & Materials,USA,1300000000,,9.38,0.1425,5006847,"['Most Volatile', 'New High', 'Top Gainers', 'Unusual Volume', 'Upgrades']",5,-,-0.45,1.3,120510000,15.23,,-0.12,33.62,80030000.0,32.3,-56400000.0,,-0.09,61.9,2.4,96700000.0,13.39,11.4,21.62,12470000.0,14.95,2.45,3.83,72.1,12.3,13.5,15.95,1.09,8.61,,17.8,5.07,9.33,60.89,,,,23.1,0.54,0.95,,3.3,,42.2,85.01,0.45,400,3.5,145.9,,72.79,6.59,5.07,True,0.06,46.7,58.3,3.33,8.21,True,0.01,,1500000,2.2,20.72,31.67,29.31,2023-02-14,15.58,8.3,2023-02-16,AMC
RBOT,Vicarious Surgical Inc.,Healthcare,Medical Devices,USA,395320000,10.94,3.5,0.1364,550115,"['Most Volatile', 'Recent Insider Buying', 'Top Gainers']",3,-,0.32,6.1,121970000,11.46,,-0.74,1.01,60080000.0,24.56,38100000.0,,-0.17,39.0,7.16,,,170.8,0.26,4880000.0,26.16,0.89,3.93,1750.0,22.5,9.75,39.34,1.12,3.12,,33.9,1.69,6.59,73.27,,,,,46.89,,,11.2,,,107.1,0.26,165,11.2,,,69.52,10.9,9.24,True,0.01,46.7,,1.13,3.08,True,0.0,,488460,1.7,22.81,39.44,1.3,2023-02-14,8.12,9.98,2023-02-13,AMC
MIR,"Mirion Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,1800000000,12.25,8.45,0.13419999999999999,4265453,"['Channel', 'Earnings Before', 'Horizontal S/R', 'Most Volatile', 'Top Gainers']",5,-,0.69,0.1,181330000,4.19,22.35,0.38,1.25,174100000.0,13.88,,,0.12,84.7,28.42,653600000.0,2.75,19.2,0.12,8700000.0,5.89,8.28,1.02,0.53,,10.0,0.12,0.29,28.76,,,5.4,9.29,27.84,,,,2.7,9.04,,,1.3,,,56.48,0.31,2630,2.0,11.5,,67.74,6.61,3.46,True,0.54,,,2.89,7.45,True,0.53,,1480000,1.7,8.54,21.05,20.08,2023-02-14,5.0,5.9,2023-02-14,BMO
BTU,Peabody Energy Corporation,Energy,Thermal Coal,USA,-2147483648,3.83,29.85,0.1333,17396127,"['Earnings Before', 'Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",5,-,7.8,1.02,144100000,5.59,4.58,6.51,66.69,142420000.0,5.07,1180000000.0,,2.16,87.5,9.54,4620000000.0,0.9,115.8,3.54,17980000.0,28.89,18.12,1.65,4.71,22.8,33.6,75.38,9.72,3.07,,55.6,14.34,33.29,12.98,,5.34,15.8,15.1,10.33,1.06,,1.6,6.8,33.5,108.16,1.54,4900,1.8,97.7,27.9,60.85,7.13,5.29,True,0.33,489.5,25.5,4.37,26.34,True,0.12,,3980000,2.2,8.91,6.69,19.69,2023-02-14,12.63,4.52,2023-02-14,BMO
BRFH,"Barfresh Food Group, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,16920000,,1.18,0.1308,35293,"['Most Volatile', 'Top Gainers']",2,-,-0.33,1.4,12930000,13.54,,-0.09,0.0,6270000.0,29.26,-4200000.0,,-0.08,20.9,35.38,10200000.0,1.66,73.1,1.31,40000.0,73.27,0.33,3.56,78.0,49.3,5.25,79.72,0.19,6.04,,63.4,1.0,8.00,9.54,,,40.3,14.0,85.3,0.07,,1.8,35.7,17.7,17.6,0.16,15,2.1,26.3,41.2,43.42,15.65,10.88,False,0.0,432.9,41.3,2.66,1.04,True,0.0,,13260,2.0,14.32,12.66,66.08,2023-02-14,0.66,3.13,,
DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,USA,243320000,,2.77,0.1306,5964703,"['Most Volatile', 'Recent Insider Buying', 'Top Gainers', 'Unusual Volume']",4,-,-7.36,0.6,79100000,6.13,1.29,2.14,11.53,71410000.0,48.92,-581300000.0,,0.12,77.2,6.54,3460000000.0,0.07,71.0,9.39,9450000.0,31.77,-16.81,,56.88,13.1,4.0,66.98,1.63,1.7,3.0,38.0,1.26,10.10,95.07,,,17.0,7.5,72.57,3.11,,0.3,3.3,22.4,119.84,0.26,22000,0.4,15.4,2.5,62.79,17.59,11.08,True,,,12.2,3.32,2.45,True,,,1800000,2.6,16.95,43.52,2.16,2023-02-14,13.24,5.26,2023-02-09,BMO
BLDE,"Blade Air Mobility, Inc.",Industrials,Airports & Air Services,USA,371120000,,4.88,0.12960000000000002,3219012,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.31,16.2,71650000,3.61,,-0.76,3.62,56590000.0,31.89,-21000000.0,,-0.17,72.4,7.25,128199999.99999999,2.89,101.1,1.02,3200000.0,21.54,3.96,1.23,,6.4,9.5,28.97,2.66,1.84,,7.3,3.02,9.90,36.31,,,,3.6,50.71,,,11.1,,17.4,61.57,0.29,73,11.1,251.5,34.1,62.87,8.23,6.04,True,0.0,72.5,16.4,7.77,4.32,True,0.0,,414450,1.6,9.83,16.82,3.17,2023-02-14,5.65,7.71,2022-11-09,AMC
MNDY,monday.com Ltd.,Technology,Software - Application,Israel,-2147483648,,163.98,0.1272,2367265,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-3.67,22.67,45480000,17.18,,-1.47,0.0,30580000.0,41.42,-168000000.0,,-0.37,61.9,72.27,464700000.0,16.97,22.0,1.89,2950000.0,21.22,14.33,11.44,7.0,17.4,154.06,25.09,,,,25.3,73.58,237.02,34.41,,,,18.3,30.82,,,3.1,,86.9,122.86,10.41,1064,3.1,64.9,37.4,70.24,9.05,7.53,True,0.0,23.5,36.2,4.04,145.48,True,0.0,,585910,1.8,25.31,37.16,44.81,2023-02-14,9.66,5.04,2023-02-13,BMO
