Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
RVSN,Rail Vision Ltd.,Industrials,Railroads,Israel,26880000,,2.0,0.2195,407683,"['Most Volatile', 'Top Gainers']",2,-,-1.12,61.95,15900000,29.03,,-0.83,0.0,6920000.0,19.05,,,-0.24,1.7,194.12,890000.0,30.13,4.5,241.33,30000.0,112.29,0.67,2.45,6.7,,7.0,,0.63,2.58,,,0.4,3.14,75.55,,,,122.5,36.31,,,7.7,,,399.88,0.28,0,7.7,50.0,,63.12,14.72,18.74,False,0.0,58.9,,2.48,1.64,True,0.0,,164400,2.0,25.97,48.51,102.26,2023-02-16,0.45,0.19,,
RBBN,Ribbon Communications Inc.,Communication Services,Telecom Services,USA,635210000,,4.63,0.2184,3083272,"['Most Volatile', 'New High', 'Overbought', 'Top Gainers', 'Unusual Volume']",5,-,-1.43,17.2,158920000,32.29,16.17,0.23,12.89,137840000.0,48.87,-214900000.0,,-0.01,71.1,72.12,816700000.0,0.78,296.0,17.97,3270000.0,33.82,3.08,1.23,7733.33,17.0,5.25,0.43,0.33,11.4,12.0,44.3,2.19,4.61,65.95,,,33.6,9.7,0.43,1.15,,1.2,27.3,45.6,111.42,0.24,3685,1.4,1.6,20.8,80.58,6.24,5.17,True,0.68,71.1,26.3,4.90,3.80,True,0.64,,629840,2.4,29.31,50.26,55.76,2023-02-16,2.37,5.19,2023-02-15,AMC
INZY,"Inozyme Pharma, Inc.",Healthcare,Biotechnology,USA,89330000,,2.7,0.2162,44385621,"['Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,-2.27,0.9,43660000,10.2,,-1.8,6.31,39820000.0,57.89,-67300000.0,,-0.46,86.7,61.19,,,0.4,2.0,1570000.0,22.19,3.09,0.72,1.1,49.1,18.92,61.97,3.51,0.63,16.4,55.2,0.99,7.18,157.14,,,,,62.4,,,11.1,,,172.45,0.33,50,11.1,,,63.87,12.35,12.25,True,0.03,37.9,,201.53,2.22,True,0.03,,220240,1.9,18.58,52.96,7.42,2023-02-16,3.95,7.14,,
ONVO,"Organovo Holdings, Inc.",Healthcare,Diagnostics & Research,USA,28060000,,3.2,0.2121,882097,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-1.37,2.3,8710000,26.98,,,0.0,8630000.0,116.22,-11900000.0,,,17.8,95.12,1600000.0,17.54,46.0,0.42,270000.0,7.38,2.56,1.03,,40.1,,5.26,1.96,1.35,,44.5,1.37,4.67,126.95,,,30.1,38.0,31.48,0.99,,15.7,18.7,,133.58,0.30,14,15.7,,,77.82,21.35,11.39,True,0.0,6.8,,11.04,2.64,True,0.0,,79920,3.0,75.29,89.62,50.48,2023-02-16,3.12,3.37,,
HOTH,"Hoth Therapeutics, Inc.",Healthcare,Biotechnology,USA,3900000,,3.15,0.2115,9247159,"['Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,-10.52,2.9,1290000,6.25,,-2.48,85.11,590000.0,44.05,-11400000.0,,-1.94,8.3,21.05,,,10.1,1.63,120000.0,70.82,6.68,0.39,71.4,108.1,19.0,79.47,6.13,0.42,,121.0,2.51,40.74,59.62,,,,,92.27,0.07,,9.4,,,25.5,0.66,4,9.4,,,36.7,14.73,11.98,False,0.0,40.5,,10.19,2.60,True,0.0,,907400,2.0,28.32,32.82,61.0,2023-02-16,21.24,0.14,,
REED,"Reed's, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,8520000,,3.91,0.20679999999999998,82327,"['Most Volatile', 'Top Gainers']",2,-,-8.84,9.77,2250000,13.33,,-4.0,194.63,2180000.0,13.11,-18200000.0,,-1.0,27.7,33.16,50800000.0,0.17,7.1,67.1,110000.0,61.09,-1.57,,46.7,59.0,,74.51,0.0,,20.0,,2.41,21.50,12.03,,,13.3,106.3,81.81,1.61,,0.4,3.2,22.2,62.23,0.62,31,1.1,9.7,30.5,51.06,14.78,15.19,True,,30.9,35.8,1.39,3.24,True,,,59020,2.0,1.41,2.14,46.83,2023-02-16,4.94,1.82,2022-11-10,AMC
GLYC,"GlycoMimetics, Inc.",Healthcare,Biotechnology,USA,74650000,,1.82,0.1941,8399922,"['Most Volatile', 'Recent Insider Buying', 'Top Gainers', 'Unusual Volume']",4,-,-1.03,1.5,52420000,44.33,,-0.64,83.26,51080000.0,32.53,-53900000.0,,-0.17,53.4,6.76,90000.0,805.91,10.5,2.26,990000.0,113.53,0.92,1.65,28.6,72.6,9.0,71.23,1.05,1.45,,85.0,0.51,4.16,40.1,,,3.8,77.8,56.37,2.11,,6.9,128.8,,255.88,0.47,52,6.9,,,37.42,21.17,12.78,True,0.0,51.6,,6.45,1.52,True,0.0,,1300000,1.7,41.14,33.75,40.62,2023-02-16,1.94,0.76,2022-11-09,BMO
VIVK,"Vivakor, Inc.",Energy,Oil & Gas E&P,USA,19420000,,1.43,0.191,54630,"['Most Volatile', 'Top Gainers']",2,-,-1.24,51.53,17050000,38.83,,,0.0,8750000.0,44.43,,,,0.7,28.25,11770000.0,1.65,101.9,10.3,10000.0,0.69,1.79,0.67,,,,63.8,0.46,2.62,,,0.81,4.50,39.2,,,,16.9,68.22,0.37,,1.1,8.9,,76.33,0.16,25,1.1,1118.3,,59.24,11.37,13.13,False,1.37,88.3,,0.31,1.20,True,1.23,,175550,,17.44,23.35,0.96,2023-02-16,0.17,0.09,,
PEGA,Pegasystems Inc.,Technology,Software - Application,USA,3550000000,,50.43,0.1796,1476306,"['Top Gainers', 'Unusual Volume']",2,-,-5.1,39.5,82000000,30.95,69.74,0.61,0.01,38890000.0,35.31,-417400000.0,,0.13,49.3,32.12,1240000000.0,2.87,1.4,5.0,1760000.0,24.21,0.79,54.11,1432.5,30.0,38.82,50.07,3.32,12.87,,163.5,29.05,100.61,47.28,0.12,,27.5,4.9,49.88,1.08,0.28,1.6,9.7,70.8,73.6,2.11,6133,1.6,5.6,20.1,78.16,4.79,3.7,True,9.12,64.7,33.7,4.08,42.75,True,9.12,,361550,2.6,28.28,37.04,23.54,2023-02-16,4.52,4.86,2023-02-15,AMC
ARBE,Arbe Robotics Ltd.,Technology,Software - Infrastructure,Israel,216250000,,3.88,0.1793,131634,"['Most Volatile', 'Top Gainers']",2,-,-1.34,28.21,63620000,8.99,,-0.23,0.0,45400000.0,11.42,,,-0.14,32.3,7.18,3890000.0,55.62,271.8,1.12,300000.0,45.04,0.9,3.66,61.0,,9.0,48.13,0.97,3.4,,,2.89,9.03,13.78,,,,39.3,57.03,,,9.4,,,34.04,0.29,118,9.4,18.2,,54.96,6.1,7.13,True,0.0,66.0,,2.50,3.29,True,0.0,,52690,2.0,3.58,7.47,26.23,2023-02-16,0.66,5.7,2023-03-02,BMO
APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,49420000,,1.17,0.17,5060934,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-3.29,2.4,48000000,10.38,,-1.67,12.84,42580000.0,17.0,-95200000.0,,-0.45,57.1,37.84,,,3.6,12.59,390000.0,13.33,0.2,5.0,31.0,131.5,15.0,48.46,0.96,1.04,,272.2,0.5,2.73,53.95,,,,,57.14,1.89,,1.2,,,134.23,0.09,33,1.2,,,61.47,5.81,7.89,True,0.0,63.3,,20.35,1.00,True,0.0,,248730,1.5,6.65,22.42,7.79,2023-02-16,0.93,1.58,,
IFBD,"Infobird Co., Ltd",Technology,Software - Application,China,6990000,,1.24,0.1698,274531,"['Top Gainers', 'Unusual Volume']",2,-,-0.59,33.77,6590000,19.23,,,0.0,4370000.0,54.52,,,,5.02,36.25,7730000.0,0.9,,,30000.0,39.53,1.41,0.75,,,,73.91,,,,,0.55,5.05,106.67,,,,,75.45,,,,,,125.25,0.19,391,,42.5,,60.22,15.22,17.96,False,,,,3.37,1.06,True,,,81450,,16.74,40.53,26.34,2023-02-16,0.76,0.41,,
NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,USA,4740000000,,49.51,0.1693,3571400,Top Gainers,1,-,-5.69,1.5,108730000,12.45,,-4.64,9.6,104610000.0,20.82,-545800000.0,,-1.43,87.1,44.89,776000000.0,6.11,83.7,1.91,7650000.0,5.82,3.73,11.35,17.6,49.0,72.0,29.38,4.66,9.09,,109.1,26.1,72.37,23.25,,,21.8,47.7,31.59,1.22,,3.0,24.1,45.5,89.69,2.73,2670,3.1,33.2,69.5,66.01,4.55,5.35,True,0.92,23.4,70.3,2.35,42.34,True,0.78,,1520000,1.8,14.74,20.15,17.28,2023-02-16,7.31,5.02,2022-11-08,AMC
THCH,TH International Limited,Consumer Cyclical,Restaurants,China,750080000,,6.23,0.16010000000000002,364397,"['Most Volatile', 'Top Gainers']",2,-,-0.65,2.89,148350000,17.77,,,0.0,144040000.0,88.79,-96900000.0,,,2.1,62.66,137700000.0,5.45,168.8,90.89,90000.0,35.77,0.3,17.9,,,,36.43,0.8,6.69,,,2.54,10.55,124.1,,,,43.7,40.92,,,0.9,,64.7,145.28,0.57,0,1.0,67.9,62.0,78.02,11.59,13.56,True,2.41,75.1,70.4,2.30,5.37,True,1.21,,158530,,62.09,73.19,8.15,2023-02-16,0.06,0.55,,
DPRO,Draganfly Inc.,Industrials,Aerospace & Defense,Canada,92080000,163.33,2.27,0.1582,1332818,"['Most Volatile', 'Top Gainers']",2,-,0.01,2.01,33330000,31.98,,,0.0,32580000.0,70.68,1800000.0,,,2.96,305.36,7900000.0,11.66,12.2,,300000.0,127.16,0.8,2.45,,5.2,,74.62,0.25,7.87,,6.0,0.5,3.84,202.67,,,,67.2,40.89,,,8.0,,38.9,354.0,0.24,41,9.6,0.0,,70.38,11.38,16.82,True,0.02,121.6,23.1,1.88,1.96,True,0.01,,708190,,34.04,85.83,133.6,2023-02-16,0.93,0.43,2022-11-09,AMC
FSLY,"Fastly, Inc.",Technology,Software - Application,USA,1760000000,,16.06,0.15789999999999998,27463226,"['Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume', 'Upgrades']",5,-,-1.68,7.7,122340000,57.3,,-0.46,6.27,111620000.0,56.07,-201600000.0,,-0.13,63.0,50.09,411100000.0,4.29,107.1,4.86,11620000.0,43.65,7.9,1.76,30.8,9.9,10.45,45.56,4.19,3.31,30.0,20.4,7.15,29.17,96.09,,,,11.0,44.94,1.36,,4.4,,47.9,124.62,1.08,976,4.4,25.1,48.7,77.88,10.19,7.26,True,0.78,7.4,49.0,7.22,13.87,True,0.75,,3800000,3.2,46.77,65.15,55.4,2023-02-16,10.41,3.05,2023-02-15,AMC
MOXC,Moxian (BVI) Inc,Communication Services,Internet Content & Information,China,23690000,,1.37,0.15130000000000002,489945,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.05,28.51,35550000,24.55,,,0.0,13980000.0,20.18,-1600000.0,,,1.1,50.55,40000.0,553.92,,39.67,310000.0,23.89,1.27,0.94,,10.6,,23.03,0.29,4.08,,11.3,0.43,2.96,203.63,,,29.9,43.4,53.72,3.39,,57.9,59.2,,220.17,0.14,22,57.9,81.4,,61.5,9.26,11.01,True,0.0,8.4,,6.58,1.19,True,0.0,,74470,,11.81,46.29,29.36,2023-02-16,2.2,4.12,,
BURU,"Nuburu, Inc.",Industrials,Specialty Industrial Machinery,USA,134039999,11.72,4.3,0.1497,43557,"['Most Volatile', 'Top Gainers']",2,-,0.32,28.89,11590000,48.99,,,0.0,4080000.0,52.22,12200000.0,,,10.77,57.38,1070000.0,125.53,199.4,88.1,60000.0,57.02,1.23,3.04,,4.7,,56.24,0.01,335.1,,5.1,3.38,14.00,48.38,,,,,69.29,,,0.1,,,27.22,1.32,2,0.1,547.6,,30.58,31.06,22.3,True,0.04,98.4,,0.91,3.74,False,0.04,,48090,,44.77,51.21,55.68,2023-02-16,1.51,1.28,,
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,USA,20390000000,33.6,319.77,0.1454,1559825,"['Earnings Before', 'Top Gainers']",2,S&P 500,8.31,0.2,74400000,19.57,38.38,7.28,23.15,73570000.0,25.64,633800000.0,1.24,1.38,95.5,29.1,2910000000.0,7.01,89.5,1.65,1340000.0,2.58,33.21,8.41,11.1,19.0,286.75,17.02,9.98,27.96,27.2,26.4,206.19,424.00,35.87,0.76,60.94,35.2,24.8,24.58,1.12,0.27,2.9,13.4,40.4,55.09,10.58,10065,3.8,2.8,25.3,78.4,2.12,2.57,True,0.08,29.2,21.7,2.41,279.18,True,0.08,8.5,647920,2.4,19.26,27.53,16.0,2023-02-16,1.82,2.07,2023-02-16,BMO
TWLO,Twilio Inc.,Communication Services,Internet Content & Information,USA,12430000000,,75.45,0.1423,22039446,"['Horizontal S/R', 'Major News', 'Most Active', 'Top Gainers', 'Unusual Volume']",5,-,-7.25,0.4,183690000,23.06,400.3,0.17,5.56,173280000.0,40.74,-1318100000.0,,-0.09,85.2,40.03,3640000000.0,3.41,63.0,1.46,6580000.0,7.3,57.33,1.15,134.8,10.3,80.07,62.16,22.37,2.95,,12.2,41.0,196.72,54.11,,,63.1,7.5,61.65,1.47,,5.7,59.3,47.4,84.02,3.87,8992,5.7,32.8,34.9,76.83,5.74,5.12,True,0.1,107.6,36.2,5.77,66.05,True,0.1,,3820000,2.3,25.55,41.67,3.21,2023-02-16,3.8,1.72,2023-02-15,AMC
INOD,Innodata Inc.,Technology,Information Technology Services,USA,160770000,,6.98,0.1405,311820,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.41,9.41,27330000,27.84,,,0.0,24800000.0,111.52,-11100000.0,,,19.7,111.52,78900000.0,2.04,360.3,6.92,120000.0,57.56,0.65,9.42,,21.0,5.0,28.07,0.41,15.03,20.0,47.7,2.78,9.00,135.41,,,21.9,4.8,22.44,2.17,,1.1,2.0,35.3,151.08,0.50,4878,1.1,5.1,12.4,74.69,8.06,10.55,True,0.37,310.4,14.1,5.57,6.12,True,0.33,,56010,,45.83,86.88,61.01,2023-02-16,0.48,2.12,,
BWAY,BrainsWay Ltd.,Healthcare,Diagnostics & Research,Israel,32369999,,2.2,0.14,123896,"['Most Volatile', 'Top Gainers']",2,-,-0.43,5.06,16540000,10.56,,-0.38,0.0,15700000.0,3.92,,,-0.13,34.68,31.24,29610000.0,1.09,,,50000.0,58.59,2.91,0.66,7.3,,8.05,69.57,,,,,1.64,9.18,10.92,,,,,76.03,,,,,,34.16,0.13,118,,35.9,,58.8,5.49,5.49,False,,,,0.72,1.93,True,,,171960,1.8,9.55,6.35,45.84,2023-02-16,0.29,0.27,2022-11-16,BMO
DCFC,Tritium DCFC Limited,Industrials,Electrical Equipment & Parts,Australia,256529999,,1.88,0.1394,5207747,"['Most Volatile', 'Top Gainers']",2,-,-0.94,37.57,135380000,35.25,,-0.42,0.0,80910000.0,28.77,-127600000.0,,,32.4,15.34,85800000.0,2.99,102.2,6.46,4770000.0,77.86,-0.3,,33.3,137.5,7.75,79.96,0.46,3.62,,,1.03,10.55,11.9,,,,208.1,82.18,,,0.9,,0.4,82.26,0.15,466,1.3,,,70.47,9.06,8.77,True,,,,1.94,1.65,True,,,2690000,2.2,33.38,32.86,57.42,2023-02-16,5.9,1.78,,
SGEN,Seagen Inc.,Healthcare,Biotechnology,USA,26400000000,,160.91,0.1328,4786497,"['Overbought', 'Top Gainers', 'Unusual Volume', 'Upgrades']",4,NDX,-3.46,0.3,184790000,18.71,,-2.58,14.82,183630000.0,23.31,-636800000.0,,-1.04,89.3,20.32,1860000000.0,14.16,210.1,2.12,3140000.0,5.78,15.27,9.3,27.3,17.5,161.65,25.01,9.49,14.97,,21.6,105.43,183.00,25.21,,,30.1,22.2,12.07,0.59,,3.3,30.4,79.2,52.62,5.00,2675,3.8,20.3,33.8,81.63,3.08,2.54,True,0.0,35.9,34.2,5.36,142.05,True,0.0,,893320,2.2,16.98,21.45,11.63,2023-02-16,1.71,3.51,2023-02-15,AMC
CHCI,"Comstock Holding Companies, Inc.",Real Estate,Real Estate - Diversified,USA,39890000,4.24,4.93,0.1307,134772,"['Horizontal S/R', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,1.03,70.77,9460000,2.92,,,0.0,2670000.0,19.66,9400000.0,0.42,,6.2,18.51,37800000.0,1.06,603.3,2.24,0.0,13.33,2.89,1.51,,17.8,,11.79,0.59,7.39,10.0,32.7,3.59,6.10,16.0,,7.0,21.3,67.8,19.24,1.2,,,5.6,24.6,37.33,0.27,152,,25.5,19.5,61.26,4.22,4.17,False,0.0,9.4,19.4,12.93,4.36,True,0.0,,10420,,9.86,14.46,13.54,2023-02-16,0.02,0.06,,
IBEX,IBEX Limited,Technology,Information Technology Services,USA,493460000,20.14,29.64,0.1304,218583,"['Most Volatile', 'New High', 'Top Gainers']",3,-,1.3,50.06,18140000,12.23,14.62,1.79,0.0,9110000.0,6.35,24300000.0,,0.4,38.5,31.62,512900000.0,0.96,693.8,1.02,80000.0,67.93,5.7,4.6,17.73,8.3,27.6,124.55,2.28,11.5,,24.7,12.93,28.47,19.28,,17.13,37.5,15.5,4.11,,,1.5,8.1,,129.23,1.38,29987,1.5,17.8,6.1,66.5,3.63,4.5,False,0.86,44.5,4.7,2.87,26.22,True,0.66,,76130,2.0,12.26,13.37,46.3,2023-02-16,0.89,1.06,2023-02-15,AMC
LQDA,Liquidia Corporation,Healthcare,Biotechnology,USA,451400000,,7.91,0.1252,1340441,"['Most Volatile', 'Top Gainers']",2,-,-0.82,1.1,64459999,15.64,,-0.72,77.69,55260000.0,22.83,-46000000.0,,-0.15,47.9,62.42,13800000.0,32.71,60.5,4.77,2660000.0,9.86,1.47,4.78,1.4,40.1,12.67,23.59,1.53,4.59,,58.0,3.26,8.79,24.18,,,7.2,44.2,10.01,0.13,,13.8,0.6,79.0,142.64,0.39,47,13.8,0.0,,73.07,3.12,5.4,True,0.21,0.9,,2.66,7.03,True,0.21,,504640,1.9,16.92,24.52,43.8,2023-02-16,4.81,5.27,2022-11-08,BMO
