Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
NVCT,"Nuvectis Pharma, Inc.",Healthcare,Biotechnology,USA,201180000,,14.37,0.2157,203486,"['Most Volatile', 'Overbought', 'Top Gainers', 'Unusual Volume']",4,-,-2.83,29.1,14050000,38.51,,-1.55,1.28,6820000.0,91.6,,,-0.39,19.1,102.11,,,53.3,40.81,110000.0,70.06,1.45,9.91,9.9,,20.67,80.75,1.69,8.52,,,5.31,20.92,91.6,,,,,31.31,,,5.5,,,170.62,0.93,8,5.5,,,87.48,11.73,10.29,False,0.0,98.3,,3.87,11.82,True,0.0,,52550,1.7,61.31,78.54,51.3,2023-02-10,1.67,2.16,,
CRGE,"Charge Enterprises, Inc.",Communication Services,Telecom Services,USA,276910000,,1.34,0.1858,871289,"['Most Volatile', 'Top Gainers']",2,-,-0.4,0.1,188410000,15.19,,-0.15,10.13,97730000.0,6.94,-74800000.0,,-0.06,15.3,34.95,528900000.0,0.52,137.9,2.77,4200000.0,52.48,0.22,6.09,57.1,,4.75,56.21,0.24,5.52,,,1.1,8.46,8.06,,,,100.2,84.16,3.03,,1.2,,3.1,21.82,0.15,188,1.2,46.7,12.1,47.26,14.51,10.76,True,0.79,,14.1,1.85,1.13,True,0.72,,471470,2.0,3.98,11.21,52.65,2023-02-10,4.3,8.91,,
BREA,Brera Holdings PLC,Communication Services,Entertainment,Ireland,35280000,,2.82,0.18489999999999998,257559,"['Most Volatile', 'Top Gainers']",2,-,,,12510000,2.55,,,,3830000.0,,,,,,,400000.0,88.0,,,20000.0,,-0.12,,,,,,0.0,,,,2.25,5.40,41.49,,,,13.2,47.78,,,0.4,,,25.33,0.76,0,0.4,12.8,,,21.69,,False,,,,0.95,2.38,False,,,270270,,4.6,4.6,4.6,2023-02-10,0.48,0.07,,
KLXE,"KLX Energy Services Holdings, Inc.",Energy,Oil & Gas Equipment & Services,USA,171820000,,13.89,0.16820000000000002,382781,"['Double Top', 'Most Volatile', 'Top Gainers']",3,-,-3.05,0.1,11500000,0.36,3.49,3.98,40.0,10690000.0,9.39,-29500000.0,,1.18,29.6,10.16,652700000.0,0.26,78.9,5.02,630000.0,115.02,-4.86,,8040.0,,24.5,171.29,3.35,4.15,,,3.64,18.63,19.76,,,13.3,27.0,25.45,2.09,,1.3,23.4,17.9,281.59,1.12,1520,1.4,59.4,,47.22,10.37,7.9,True,,144.2,,1.61,11.89,True,,,238280,2.5,4.21,6.07,45.62,2023-02-10,5.9,2.65,2022-11-10,BMO
TCRX,"TScan Therapeutics, Inc.",Healthcare,Biotechnology,USA,56310000,,2.35,0.1634,167491,"['Most Volatile', 'Top Gainers']",2,-,-2.58,7.0,24070000,29.12,,-3.08,0.36,17610000.0,32.77,-61700000.0,,-0.7,63.5,7.11,13300000.0,4.23,86.1,0.86,300000.0,36.49,4.85,0.48,10.8,36.6,14.0,55.66,5.73,0.41,,44.5,1.45,5.47,51.61,,,,30.2,57.04,,,8.5,,,62.07,0.23,127,8.5,41.7,,66.52,10.91,13.94,False,0.25,0.5,,1.14,2.02,True,0.25,,146350,1.8,21.86,24.37,13.46,2023-02-10,1.73,2.08,,
IVDA,"Iveda Solutions, Inc.",Industrials,Security & Protection Services,USA,30230000,,2.12,0.1522,2276454,"['Most Volatile', 'Multiple Bottom', 'Top Gainers']",3,-,-1.71,19.68,14970000,73.77,70.67,0.03,0.15,12020000.0,214.56,-3600000.0,,-0.04,13.1,223.66,3000000.0,10.08,982.6,,90000.0,69.6,0.72,2.94,115.0,57.8,2.0,85.52,0.74,2.85,,140.0,0.47,14.32,281.98,,,4.1,908.4,85.2,-3.01,,3.0,10.5,33.5,351.06,0.24,35,3.2,275.0,,78.43,30.68,19.55,False,0.18,86.5,,3.09,1.84,False,0.02,,736810,2.0,96.58,161.63,107.12,2023-02-10,0.77,0.13,,
NMTC,NeuroOne Medical Technologies Corporation,Healthcare,Medical Devices,USA,30010000,,1.88,0.1424,226631,"['Most Volatile', 'Top Gainers']",2,-,-0.63,16.32,16210000,28.23,,-0.67,0.0,13460000.0,36.59,-10000000.0,,-0.11,21.6,98.13,2100000.0,14.29,32.8,0.61,220000.0,0.26,0.59,3.19,1.5,71.9,2.62,25.79,0.7,2.68,,81.1,0.51,3.18,57.08,,,22.9,104.5,40.72,0.68,,3.7,,88.6,269.54,0.17,15,3.9,3672.8,,67.9,12.27,8.52,True,0.0,61.6,,0.81,1.65,True,0.0,,281230,2.5,35.85,17.22,37.59,2023-02-10,1.66,0.8,2022-12-13,AMC
IMMX,"Immix Biopharma, Inc.",Healthcare,Biotechnology,USA,30710000,,2.65,0.1373,194817,"['Most Volatile', 'Top Gainers']",2,-,-3.48,13.6,13930000,15.61,,,0.66,5230000.0,23.26,-27200000.0,,,2.2,236.76,,,,60.38,170000.0,7.72,1.2,2.21,,145.6,5.0,46.25,1.46,1.82,,150.0,0.68,4.95,15.72,,,,,46.46,,,26.9,,,289.71,0.30,2,26.9,,,55.19,14.3,11.02,False,0.0,96.8,,0.16,2.33,True,0.0,,1220000,2.0,7.85,27.99,39.35,2023-02-10,3.28,0.14,,
GIPR,"Generation Income Properties, Inc.",Real Estate,REIT - Diversified,USA,15360000,,6.07,0.1367,96535,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-1.98,21.98,2310000,22.87,,-1.02,2.11,1950000.0,19.02,-3100000.0,,-0.24,4.1,17.86,5000000.0,3.07,59.5,46.18,0.0,0.33,5.15,1.18,17.7,5.0,7.0,8.31,1.03,5.91,,24.9,4.66,7.85,25.41,0.47,,,3.9,22.68,,7.71,,,78.4,30.26,0.22,3,,50.0,48.8,77.02,7.1,3.59,False,0.0,157.2,62.5,6.55,5.34,True,2.97,,14730,2.0,19.5,21.69,4.1,2023-02-10,0.01,0.01,,
PRLB,"Proto Labs, Inc.",Industrials,Metal Fabrication,USA,940280000,40.32,34.43,0.13140000000000002,1090580,"['Earnings Before', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,0.85,0.4,27500000,4.11,30.71,1.12,0.0,26920000.0,26.72,23500000.0,1.61,0.21,89.2,55.86,496400000.0,1.89,36.2,1.24,890000.0,26.35,29.48,1.17,22.69,2.5,35.5,38.14,3.1,11.1,25.0,2.9,22.04,61.14,34.86,,18.12,5.6,4.0,43.69,1.17,,2.9,10.4,44.8,56.22,1.81,2663,3.2,2.9,6.5,69.56,6.54,4.09,True,0.0,17.6,4.7,3.99,30.43,True,0.0,0.0,273450,3.0,16.01,26.38,8.52,2023-02-10,3.31,3.25,2023-02-10,BMO
KLTR,"Kaltura, Inc.",Technology,Software - Infrastructure,USA,265320000,,2.01,0.1292,125637,Top Gainers,1,-,-0.54,4.4,132190000,4.29,,-0.16,0.51,75460000.0,1.47,-69600000.0,,-0.07,33.9,20.36,167500000.0,1.58,66.9,5.95,310000.0,19.6,0.39,5.15,51.5,32.3,3.39,45.38,0.7,2.87,,101.4,1.32,3.63,16.86,,,,31.6,44.63,,,1.3,,63.4,52.27,0.14,758,1.3,4.4,34.3,50.68,9.27,6.34,True,0.71,43.3,41.6,1.11,1.78,True,0.61,,113350,2.6,1.93,5.45,1.77,2023-02-10,0.42,2.77,2022-11-10,BMO
SECO,Secoo Holding Limited,Consumer Cyclical,Internet Retail,China,21350000,,2.99,0.1283,126183,"['Most Volatile', 'Top Gainers']",2,-,-127.58,,7070000,77.98,,,,5750000.0,71.84,-199300000.0,,,17.0,18.23,411700000.0,0.05,577.9,1.7,10000.0,7.44,18.95,0.16,,29.0,,27.07,,,,73.6,1.5,6.90,60.75,,,8.5,14.3,56.67,0.61,,0.6,3.8,27.3,99.33,0.52,509,2.5,15.2,49.7,60.56,33.39,14.61,True,1.65,485.5,48.4,0.09,2.65,True,1.62,,1450000,,43.34,49.69,14.09,2023-02-10,0.2,0.01,2022-12-30,BMO
LTRX,"Lantronix, Inc.",Technology,Communication Equipment,USA,207890000,,5.64,0.1257,306998,Top Gainers,1,-,-0.14,4.0,35410000,8.67,9.37,0.6,21.15,26730000.0,27.03,-4700000.0,,0.03,40.9,46.88,133699999.99999999,1.55,16.5,15.25,500000.0,26.27,2.25,2.51,111.97,3.4,10.1,29.59,0.36,15.87,20.0,6.1,3.79,8.10,30.56,,,59.6,4.1,30.37,2.3,,1.1,23.7,42.7,48.81,0.29,335,2.3,14.8,4.1,70.46,5.19,5.45,True,0.28,40.2,3.5,1.82,5.01,True,0.23,,169140,1.8,20.55,23.51,6.24,2023-02-10,1.85,2.93,2023-02-09,AMC
RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,USA,120130000,,1.19,0.1226,6748962,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.53,10.6,118570000,13.33,,-0.51,13.36,114760000.0,48.86,-59100000.0,,-0.12,45.8,7.21,9100000.0,13.2,46.4,14.28,3550000.0,72.58,1.4,0.85,15.9,,2.5,88.08,1.59,0.75,,,0.67,11.37,63.19,,,,73.1,89.53,,,10.4,,,78.42,0.17,160,10.4,86.7,,59.36,30.2,15.83,True,0.18,78.7,,4.93,1.06,True,0.14,,1370000,2.5,27.24,29.82,63.43,2023-02-10,3.1,2.6,2022-11-14,AMC
GNS,Genius Group Limited,Consumer Defensive,Education & Training Services,Singapore,141490000,,6.28,0.12140000000000001,4506806,"['Most Volatile', 'Top Gainers']",2,-,-0.28,51.19,24310000,7.1,,-0.06,0.0,10490000.0,1454.46,,,0.01,0.5,1120.13,18220000.0,7.76,49.8,279.93,2190000.0,28.43,1.89,3.32,68.4,,14.78,,0.4,15.72,,,0.3,36.75,1801.3,,,,60.3,82.91,,,2.2,,,1986.38,1.04,241,2.2,7.9,,67.4,18.03,41.27,True,0.38,26.4,,0.25,5.60,False,0.26,,17690000,,52.0,235.39,72.0,2023-02-10,20.89,0.12,2022-11-30,BMO
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware,USA,1750000000,,16.91,0.1184,1640680,"['Head & Shoulders Inverse', 'Top Gainers']",2,-,-0.52,3.2,95860000,4.9,25.24,0.67,191.77,41330000.0,12.51,-48700000.0,,0.16,76.2,6.76,1490000000.0,1.18,11.4,0.43,3310000.0,0.24,5.39,3.14,396.3,3.8,16.14,20.61,0.55,30.56,2.9,8.9,10.96,23.98,24.61,,101.81,,14.6,29.48,,,0.8,,21.6,54.29,0.80,2490,1.6,20.3,2.9,62.91,5.92,4.56,True,0.47,622.9,3.3,3.00,15.12,True,0.46,,546020,2.1,10.13,11.87,15.14,2023-02-10,8.02,6.07,2023-02-09,AMC
KAL,Kalera Public Limited Company,Consumer Defensive,Farm Products,USA,6560000,,7.9,0.1174,1066658,"['Most Volatile', 'Recent Insider Buying', 'Top Gainers']",3,-,,1.7,91880000,17.04,,,,750000.0,13.26,,,,6.3,7.48,5670000.0,1.16,362.7,,80000.0,97.32,1.44,5.49,,,,99.21,2.77,2.85,,,5.55,1478.00,8.22,,,,14.7,99.47,,,0.3,,,42.34,1.84,438,0.4,240.0,,51.41,31.37,20.88,False,0.36,85.9,,1.65,7.07,False,0.36,,646430,,18.02,4.03,97.58,2023-02-10,11.08,0.13,2022-11-14,AMC
VIVK,"Vivakor, Inc.",Energy,Oil & Gas E&P,USA,20610000,,1.15,0.1165,31677,Top Gainers,1,-,-1.24,51.53,17050000,20.14,,,0.0,8750000.0,9.79,,,,0.7,0.86,11770000.0,1.75,101.9,9.39,20000.0,28.57,1.79,0.64,,,,85.51,0.41,2.78,,,0.81,8.70,11.94,,,,16.9,86.78,0.35,,1.1,8.9,,41.8,0.17,25,1.1,1118.3,,47.51,21.25,13.28,False,1.37,88.3,,0.18,1.03,True,1.23,,175820,,3.37,3.9,20.69,2023-02-10,0.25,0.13,,
AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,345980000,5.38,8.77,0.1158,835100,Top Gainers,1,-,1.63,1.01,38440000,9.9,15.66,0.56,4.48,38060000.0,1.5,62300000.0,0.36,,44.9,4.28,452600000.0,0.76,93.2,2.22,870000.0,23.17,-0.92,,,4.5,12.0,106.84,0.28,31.74,15.0,27.9,4.13,10.38,0.23,,6.43,15.1,12.2,15.51,2.48,,0.7,7.2,71.8,112.35,0.46,210,0.7,30.2,2.0,54.41,6.41,4.81,True,,429.9,4.6,2.05,7.86,True,,,406740,2.0,1.45,6.93,12.7,2023-02-10,2.27,2.13,2022-11-01,AMC
PRVB,"Provention Bio, Inc.",Healthcare,Biotechnology,USA,890140000,,10.4,0.11470000000000001,3085935,"['Most Volatile', 'Top Gainers']",2,-,-1.56,6.06,83120000,12.19,,-1.72,38.52,81800000.0,15.94,-106100000.0,,-0.48,48.8,46.07,2800000.0,317.91,3.5,66.37,7280000.0,96.97,1.74,5.98,3.0,76.3,19.71,60.0,2.17,4.8,,99.1,3.18,10.88,1.61,,,,103.5,4.41,2.21,,7.6,,,226.53,0.58,82,7.6,14.3,,63.44,6.94,6.49,True,0.16,19.2,,2.03,9.33,True,0.16,,1520000,1.6,13.73,12.38,68.05,2023-02-10,8.9,4.78,2022-11-03,BMO
SSKN,"STRATA Skin Sciences, Inc.",Healthcare,Medical Devices,USA,34500000,,1.16,0.11259999999999999,54463,"['Most Volatile', 'Multiple Bottom', 'Top Gainers', 'Unusual Volume']",4,-,-0.18,1.6,34720000,0.87,,-0.11,0.0,21410000.0,41.46,-6200000.0,,-0.05,67.1,40.11,34600000.0,1.0,39.5,0.62,220000.0,8.41,0.63,1.84,45.0,12.0,3.53,17.14,0.25,4.6,25.0,26.7,0.74,1.75,46.82,,,45.0,7.4,33.71,1.78,,0.9,1.1,60.4,56.76,0.10,115,1.3,22.1,15.7,65.5,12.69,8.58,False,0.0,87.8,18.0,4.49,1.04,True,0.34,,12130,1.3,21.22,30.84,18.9,2023-02-10,1.04,18.29,2022-11-09,AMC
RAIN,Rain Therapeutics Inc.,Healthcare,Biotechnology,USA,362100000,,10.0,0.11109999999999999,1377209,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-2.68,6.0,26570000,2.56,,-1.87,131.06,24620000.0,11.27,-71000000.0,,-0.56,61.8,72.12,,,226.2,1.99,390000.0,30.21,3.06,3.27,23.0,59.2,18.8,31.23,2.5,3.99,,66.9,2.15,14.48,25.0,,,,,30.94,,,7.2,,,365.12,1.08,44,7.2,,,54.64,11.98,11.35,True,0.0,2.4,,8.11,9.00,True,0.0,,169900,1.7,2.97,16.59,66.54,2023-02-10,1.6,2.32,2022-11-10,AMC
GFAI,"Guardforce AI Co., Limited",Industrials,Security & Protection Services,Taiwan,442450000,,18.9,0.1092,550170,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.31,42.23,35240000,7.39,,,0.0,10400000.0,197.17,,,,0.4,176.15,33690000.0,13.13,72.2,37.42,20000.0,47.66,0.83,22.77,,,1.0,34.03,0.33,57.46,,,4.7,78.40,272.63,,,,9.6,75.89,,,0.8,,,301.79,3.54,1705,1.1,10.6,,65.47,48.11,32.86,False,0.77,738.3,,3.31,17.04,True,0.13,,166070,2.0,78.92,131.77,47.98,2023-02-10,0.19,0.12,,
INDO,Indonesia Energy Corporation Limited,Energy,Oil & Gas E&P,Indonesia,59980000,,6.45,0.1082,447238,Top Gainers,1,-,-0.82,62.15,9300000,9.69,,,0.0,3520000.0,13.76,,,,1.62,2.38,3730000.0,16.09,,,300000.0,4.03,1.24,5.21,,,15.0,37.23,,,,,4.13,86.99,38.41,,,,,92.59,,,,,,56.17,0.37,28,,120.6,,61.29,6.53,6.47,False,,,,2.00,5.82,True,,,223770,2.0,6.74,15.64,18.65,2023-02-10,8.45,1.33,,
CJJD,"China Jo-Jo Drugstores, Inc.",Healthcare,Pharmaceutical Retailers,China,102860000,,4.95,0.1074,174579,"['Most Volatile', 'Top Gainers']",2,-,-0.97,7.05,4530000,24.37,,,0.0,2900000.0,63.91,-3500000.0,,,11.1,186.13,158600000.0,0.65,61.6,0.86,180000.0,72.38,5.13,0.96,,3.3,,5.77,0.68,7.24,30.0,14.3,1.43,7.91,38.46,,,22.7,6.3,37.42,0.21,,0.8,15.1,24.0,246.15,0.46,911,1.0,104.8,2.2,69.62,10.09,12.36,False,1.21,92.8,2.2,0.32,4.47,True,0.0,,551840,,45.46,41.19,98.35,2023-02-10,6.04,0.32,,
BLBD,Blue Bird Corporation,Consumer Cyclical,Auto Manufacturers,USA,663450000,,19.84,0.1065,668321,"['Top Gainers', 'Unusual Volume']",2,-,-1.45,0.9,32020000,32.71,16.06,1.24,0.0,21640000.0,36.73,-45800000.0,,-0.29,92.9,106.67,800600000.0,0.83,120.9,4.48,580000.0,69.86,0.04,496.0,404.08,11.5,18.83,24.62,0.31,63.19,15.0,204.7,7.14,22.10,85.25,,,31.9,17.2,10.23,1.42,,0.2,4.2,4.6,178.07,1.22,1593,1.1,34.1,5.2,74.22,9.3,6.55,True,123.14,721.7,5.7,3.68,17.93,True,108.57,,181630,2.0,32.28,53.45,74.54,2023-02-10,2.69,3.2,2023-02-08,AMC
NINE,"Nine Energy Service, Inc.",Energy,Oil & Gas Equipment & Services,USA,388650000,,11.06,0.1038,2305870,"['Most Volatile', 'Top Gainers']",2,-,-0.33,4.6,31100000,11.16,8.25,1.34,34.98,15490000.0,23.14,-9300000.0,,0.34,52.7,42.16,531799999.99999994,0.73,83.3,10.89,1760000.0,254.49,-1.03,,148.15,2.4,18.0,853.45,0.61,18.08,,22.9,1.04,17.10,23.88,,,6.9,10.9,35.32,3.42,,1.3,4.4,20.9,963.46,1.33,944,1.8,80.2,4.1,42.29,10.66,11.28,True,,184.9,1.8,1.22,10.02,True,,,1880000,2.5,17.58,8.95,88.54,2023-02-10,11.37,0.94,2022-11-07,BMO
DGHI,Digihost Technology Inc.,Technology,Software - Application,Canada,60840000,2.23,1.5,0.10289999999999999,181627,"['Most Volatile', 'Top Gainers']",2,-,0.67,18.34,27760000,16.67,,,0.0,22940000.0,153.42,18400000.0,,,6.29,150.0,37400000.0,1.63,102.9,,400000.0,5.63,2.62,0.57,,40.8,,65.12,0.24,6.21,,47.8,0.31,4.44,316.67,,,,0.9,66.24,7.24,,4.4,,31.5,383.87,0.23,13,4.4,32.7,,55.26,16.24,20.05,False,0.03,70.2,,1.13,1.36,True,0.02,0.0,160900,,1.71,69.01,39.16,2023-02-10,1.76,2.51,,
