Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
IKNA,"Ikena Oncology, Inc.",Healthcare,Biotechnology,USA,136720000,,3.3,0.20879999999999999,40554,"['Most Volatile', 'Top Gainers']",2,-,-1.43,0.4,36260000,22.35,,-1.99,0.0,36110000.0,5.1,-51900000.0,,-0.48,90.3,55.66,30400000.0,4.5,25.9,1.42,1800000.0,36.78,4.38,0.75,0.5,23.7,21.67,65.15,4.21,0.78,,28.3,1.94,10.40,24.06,,,,16.4,68.28,,,7.1,,,70.1,0.41,67,7.1,73.0,,46.24,16.46,11.75,False,0.0,18.1,,0.38,2.73,True,0.0,,107690,1.6,14.12,4.28,12.46,2023-02-13,4.97,16.68,,
XPON,Expion360 Inc.,Industrials,Electrical Equipment & Parts,USA,16440000,,3.72,0.2078,17393935,"['Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,-1.55,50.8,6800000,85.99,,,0.0,3340000.0,48.8,,,,0.9,171.53,7050000.0,2.33,438.6,2.58,150000.0,1.09,1.92,1.94,,,,,1.83,2.03,,,0.9,11.29,61.74,,,,88.3,67.05,,,8.1,,,313.33,0.43,21,12.7,55.6,,78.89,21.86,14.54,False,0.11,390.4,,6.52,3.08,False,0.1,,2670000,,80.0,115.63,54.57,2023-02-13,4.51,0.06,,
HILS,"Hillstream BioPharma, Inc.",Healthcare,Biotechnology,USA,16160000,,1.89,0.1887,6880683,"['Most Volatile', 'Overbought', 'Top Gainers']",3,-,-0.39,25.5,11530000,62.93,,,0.0,5130000.0,378.36,-4300000.0,,,6.3,404.0,,,17.5,4.27,10000.0,62.93,0.62,3.05,,57.5,6.0,52.75,0.89,2.13,,78.0,0.3,4.20,384.86,,,,,55.0,,,10.9,,,523.76,0.27,1,10.9,,,80.68,27.1,20.69,False,0.0,142.8,,2.17,1.59,False,0.0,,3170000,2.0,128.21,224.36,132.64,2023-02-13,0.21,0.0,,
IVDA,"Iveda Solutions, Inc.",Industrials,Security & Protection Services,USA,32430000,,2.5,0.17920000000000003,3846625,"['Most Volatile', 'Multiple Bottom', 'Overbought', 'Top Gainers', 'Unusual Volume']",5,-,-1.71,19.68,14970000,48.81,83.33,0.03,0.16,12020000.0,251.57,-3600000.0,,-0.04,13.1,273.13,3000000.0,10.81,982.6,,90000.0,106.61,0.72,3.47,115.0,57.8,2.0,81.21,0.82,3.06,,140.0,0.47,13.60,350.45,,,4.1,908.4,81.62,-2.92,,3.0,10.5,33.5,431.91,0.27,35,3.2,275.0,,82.47,21.97,20.59,False,0.18,86.5,,4.97,2.12,False,0.02,,773350,2.0,117.61,196.89,144.19,2023-02-13,0.77,0.12,,
DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,USA,215210000,,2.45,0.1779,2700413,"['Most Volatile', 'Recent Insider Buying', 'Top Gainers']",3,-,-7.36,0.6,79100000,0.81,1.14,2.14,6.04,71410000.0,36.11,-581300000.0,,0.12,77.2,9.38,3460000000.0,0.06,71.0,9.39,9450000.0,42.62,-16.81,,56.88,13.1,4.0,69.22,1.63,1.5,3.0,38.0,1.26,10.10,72.54,,,17.0,7.5,75.74,3.11,,0.3,3.3,22.4,94.44,0.24,22000,0.4,15.4,2.5,56.06,14.29,10.3,True,,,12.2,1.50,2.08,True,,,1800000,2.6,4.75,27.34,9.95,2023-02-13,13.24,5.26,2023-02-09,BMO
ALBT,Avalon GloboCare Corp.,Real Estate,Real Estate Services,USA,36020000,,3.84,0.1699,191926,"['Top Gainers', 'Unusual Volume']",2,-,-1.29,33.2,9700000,19.03,,,0.0,3280000.0,12.61,-11800000.0,,,0.9,14.67,1200000.0,30.02,32.9,39.45,90000.0,45.47,0.47,8.17,,110.0,,53.17,0.42,9.24,,519.8,2.83,9.40,26.15,,,,140.2,59.14,0.43,,1.3,17.7,26.3,35.61,0.36,5,1.3,40.0,,58.13,7.05,8.74,False,1.0,135.3,,4.38,3.28,True,1.0,,43850,,19.41,2.7,21.17,2023-02-13,2.78,2.08,,
SRZN,"Surrozen, Inc.",Healthcare,Biotechnology,USA,46070000,,1.32,0.1606,1923603,"['Most Volatile', 'Overbought', 'Top Gainers']",3,-,-1.44,6.99,34970000,71.85,,-1.18,0.0,32700000.000000004,113.4,-50200000.0,,-0.43,70.1,28.87,,,67.0,3.03,230000.0,54.86,2.22,0.6,18.1,44.6,2.5,45.33,2.25,0.59,29.9,52.9,0.34,3.97,127.38,,,,,66.69,,,9.6,,,285.29,0.12,83,9.6,,,85.22,23.4,13.38,False,0.0,4.6,,1.76,1.14,True,0.0,,1090000,3.0,82.39,116.66,35.12,2023-02-13,0.7,0.21,,
LICN,Lichen China Limited Class A Ordinary Shares,Industrials,Specialty Business Services,China,125610000,15.29,4.74,0.1561,3688753,"['Most Volatile', 'New High', 'Top Gainers']",3,-,0.31,66.86,26500000,35.43,,,0.0,5800000.0,,,,,,,33460000.0,3.75,,,,,1.74,2.73,,,,,,,,,2.82,4.25,35.43,,,,,11.53,,,,,,68.09,0.78,391,,4.9,,,21.02,,False,,11.1,,2.45,4.10,True,,,1510000,,31.67,31.67,31.67,2023-02-13,,,,
FORA,Forian Inc.,Healthcare,Health Information Services,USA,127120000,,3.79,0.1555,93992,"['Most Volatile', 'Top Gainers']",2,-,-0.96,45.65,32090000,9.54,,-0.43,0.0,17690000.0,60.59,-30500000.0,,-0.15,13.5,12.8,25900000.0,4.91,283.4,4.71,490000.0,16.7,0.45,8.42,37.7,58.1,7.0,52.27,0.61,6.17,,155.8,2.0,7.89,38.83,,,27.0,55.8,51.96,2.39,,3.3,51.4,73.5,89.5,0.33,138,3.3,44.0,,65.05,12.87,9.19,True,1.74,27.2,,2.32,3.28,True,1.74,,40600,2.0,20.94,38.05,5.92,2023-02-13,2.77,12.09,2022-11-14,AMC
TDC,Teradata Corporation,Technology,Information Technology Services,USA,-2147483648,59.7,39.58,0.1549,3920639,"['Earnings Before', 'Top Gainers', 'Unusual Volume']",3,-,0.66,0.4,102700000,13.31,20.98,1.89,6.83,100750000.0,17.62,73000000.0,67.08,0.3,96.4,26.82,1820000000.0,2.27,12.6,4.05,4230000.0,10.78,2.29,17.28,17.72,3.8,43.28,22.39,4.86,8.15,0.89,25.3,28.65,51.98,17.59,,11.14,6.5,18.6,23.86,0.95,,1.0,3.8,61.2,38.15,1.18,7200,1.1,9.3,8.6,72.93,3.98,2.66,True,2.59,49.0,4.0,4.84,34.27,True,2.31,,810220,2.4,15.18,16.57,14.6,2023-02-13,4.2,5.23,2023-02-13,BMO
MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA,400240000,,6.35,0.1525,1050735,"['Most Volatile', 'Top Gainers']",2,-,-3.11,0.1,61460000,9.67,,-2.34,,59880000.0,21.88,-190600000.0,,0.25,94.5,2.46,93000000.0,4.3,36.3,8.33,4600000.0,21.65,2.0,3.17,24.5,74.7,10.4,44.73,1.96,3.24,,111.6,2.13,11.96,5.37,,,14.8,84.6,46.91,1.98,,2.9,3.4,93.0,198.12,0.43,427,3.0,165.6,,59.63,7.9,7.44,True,0.0,53.3,,1.46,5.51,True,0.0,,718060,1.9,11.27,7.15,36.74,2023-02-13,7.68,6.4,2022-11-03,AMC
OCUP,"Ocuphire Pharma, Inc.",Healthcare,Biotechnology,USA,79210000,,3.77,0.1494,269950,"['Most Volatile', 'Top Gainers']",2,-,-1.18,3.2,20500000,8.33,,-0.44,0.0,20030000.0,3.29,-22400000.0,,0.97,14.0,50.8,0.0,,27.7,16.24,990000.0,48.43,0.58,6.5,833.3,113.2,21.2,10.23,0.67,5.66,,135.6,1.78,4.43,6.8,,,28.6,100.0,14.9,0.3,,5.4,,,111.79,0.25,8,5.4,,,59.39,7.31,7.02,True,0.0,11.6,,1.74,3.28,True,0.0,,155410,1.8,6.54,14.85,52.2,2023-02-13,4.96,6.4,,
SILO,"Silo Pharma, Inc.",Healthcare,Biotechnology,USA,8490000,,2.86,0.14859999999999998,2571106,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-1.67,5.1,3140000,9.16,,,0.72,2550000.0,5.54,-3300000.0,,,1.6,12.27,70000.0,117.81,169.2,,40000.0,61.84,5.92,0.48,,31.5,,68.22,4.18,0.69,,35.8,2.25,12.44,14.88,,,26.9,,77.02,-1.22,,,,,27.11,0.37,2,41.4,0.0,,53.33,13.65,11.24,False,0.0,115.0,,4.78,2.49,True,0.0,,537780,,8.48,2.7,47.29,2023-02-13,1.45,0.07,,
GOTU,Gaotu Techedu Inc.,Consumer Defensive,Education & Training Services,China,957870000,26.56,3.48,0.1485,4919893,"['Top Gainers', 'Upgrades']",2,-,0.13,4.16,258769999,4.5,34.8,0.1,0.0,254530000.0,3.26,33700000.0,1.66,,21.7,376.71,463700000.0,2.07,108.4,10.0,10420000.0,117.5,1.73,2.01,433.3,5.0,2.43,53.98,1.79,1.94,16.03,7.7,0.64,4.51,47.46,,,,111.8,22.75,-0.85,,3.1,,70.5,443.58,0.42,9015,3.1,45.6,4.9,50.3,9.87,11.39,True,0.0,94.2,7.3,0.69,3.03,True,0.0,,7090000,3.7,7.13,13.33,89.41,2023-02-13,4.09,1.47,2022-11-22,BMO
CMPOW,"CompoSecure, Inc.",Industrials,Metal Fabrication,USA,0,,1.49,0.1462,56271,"['Double Bottom', 'Most Volatile', 'Top Gainers']",3,-,,,0,24.17,,,,,115.97,,,,,98.67,246780000.0,,,,,159.09,,,,,,16.41,,,,,0.5,1.73,112.86,,,,,13.87,,,,,,195.05,0.11,638,,3.6,,79.06,9.06,11.7,False,,13.8,,2.90,1.30,False,,,19400,,48.39,82.37,61.23,2023-02-13,,,,
BCEL,"Atreca, Inc.",Healthcare,Biotechnology,USA,66290000,,1.72,0.1391,208815,"['Most Volatile', 'Top Gainers']",2,-,-2.76,0.6,38720000,16.22,,-2.16,15.57,31360000.0,8.18,-105300000.0,,-0.59,50.2,21.13,,,9.1,2.9,2450000.0,35.09,2.49,0.69,16.0,54.2,12.0,2.27,2.22,0.77,,83.6,0.76,5.36,114.84,,,,,67.91,1.1,,6.4,,,126.46,0.18,91,6.4,,,58.24,9.52,10.8,True,0.0,19.6,,1.12,1.51,True,0.0,,186900,1.6,7.03,38.01,2.33,2023-02-13,7.82,13.12,,
IMCC,IM Cannabis Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,25020000,,1.16,0.1373,205026,"['Most Volatile', 'Top Gainers']",2,-,-4.03,29.14,7370000,12.78,,-0.26,0.0,5370000.0,10.77,-26200000.0,,-0.28,6.43,70.63,59900000.0,0.42,57.5,,40000.0,82.25,7.37,0.16,98.9,69.4,,94.82,,,,105.1,0.82,26.70,19.0,,,,16.9,95.66,,,1.2,,15.8,41.24,0.19,336,1.4,1.4,52.7,43.49,24.51,12.5,True,0.14,12.6,,1.94,1.02,True,0.04,,105580,2.0,12.05,14.16,76.28,2023-02-13,0.73,0.37,2022-11-14,BMO
DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,China,1020000000,,7.4,0.1298,156824,Top Gainers,1,-,-1.25,3.34,123770000,9.14,,-0.13,0.0,36420000.0,0.67,-154300000.0,,-0.04,63.0,134.92,628500000.0,1.62,4.0,0.55,490000.0,54.17,-1.83,,85.9,,6.61,49.49,0.79,9.41,,,3.03,14.45,37.55,,,,296.6,48.79,-0.21,,0.5,,47.4,144.22,0.63,6096,0.6,1.1,,52.59,10.86,7.58,True,,41.5,,0.57,6.55,True,,,274680,1.9,2.25,13.38,41.78,2023-02-13,1.36,1.8,2023-02-23,BMO
AIU,Meta Data Limited,Consumer Defensive,Education & Training Services,Hong Kong,17210000,,1.17,0.125,27394,"['Most Volatile', 'Top Gainers']",2,-,-5.17,,14610000,2.63,,,,14300000.0,12.5,-56200000.0,,,6.2,7.34,2200000.0,7.82,88.3,0.44,40000.0,5.65,-182.91,,,56.7,,73.29,2.18,0.54,4.14,30.8,0.7,4.19,12.5,,,42.7,7.9,72.08,0.05,,0.1,62.8,12.4,67.14,0.09,13,0.1,97.9,,58.53,7.49,8.18,False,,48.7,,1.67,1.04,True,,,16450,3.0,5.54,9.16,2.63,2023-02-13,0.29,2.54,,
SLRX,"Salarius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,5060000,,2.28,0.1232,23389,Top Gainers,1,-,-14.18,0.9,2250000,2.15,,-4.89,0.0,2170000.0,14.61,-29300000.0,,-2.15,16.3,19.37,0.0,,37.9,6.7,100000.0,61.68,7.39,0.31,34.3,90.5,70.5,81.36,7.57,0.3,,98.1,1.07,13.46,49.02,,,,33.1,83.06,0.89,,5.8,12.7,,113.08,0.31,16,5.8,,,49.69,10.66,17.36,False,0.0,207.4,,0.13,2.03,True,0.0,,183510,1.0,9.6,13.54,41.5,2023-02-13,4.66,0.55,,
AUGX,"Augmedix, Inc.",Healthcare,Health Information Services,USA,64670000,,1.83,0.12269999999999999,83748,"['Most Volatile', 'Top Gainers']",2,-,-0.66,10.6,37430000,16.56,,-0.59,39.61,30920000.0,10.91,-24300000.0,,,62.3,35.56,28800000.0,2.25,6.3,0.94,30000.0,10.24,0.17,10.76,9.2,56.3,4.75,41.16,0.74,2.46,,165.6,1.01,3.37,17.31,,,,41.0,45.7,,,2.1,,44.7,81.19,0.19,706,2.1,41.1,81.5,64.25,11.8,12.65,False,2.32,45.4,86.2,0.73,1.63,True,2.03,,115510,1.8,15.11,29.3,10.51,2023-02-13,0.1,0.27,2022-11-14,AMC
BREA,Brera Holdings PLC,Communication Services,Entertainment,Ireland,31060000,,3.15,0.11699999999999999,86373,"['Most Volatile', 'Top Gainers']",2,-,,2.54,11700000,10.14,,,0.0,3830000.0,,,,,,,400000.0,77.48,,,20000.0,,-0.12,,,,,,0.0,,,,2.25,5.40,34.65,,,,13.0,41.67,,,0.4,,,40.0,0.75,0,0.4,12.8,,,20.71,,False,,,,0.32,2.82,True,,,269130,,7.01,7.01,7.01,2023-02-13,0.48,0.07,,
NHTC,Natural Health Trends Corp.,Consumer Cyclical,Internet Retail,Hong Kong,68760000,225.17,6.08,0.1165,84030,"['Overbought', 'Top Gainers', 'Unusual Volume']",3,-,0.03,13.2,11420000,25.61,,,0.0,6960000.0,41.72,300000.0,,,11.0,36.93,49100000.0,1.4,28.7,5.76,40000.0,1.67,4.54,1.34,,0.9,,20.42,6.25,0.97,,1.4,3.27,7.94,77.25,0.8,,54.4,1.9,23.43,0.81,13.16,3.7,26.9,74.2,85.92,0.22,138,3.9,18.2,1.6,88.31,6.17,3.85,True,0.0,90.0,1.6,3.36,5.45,True,0.0,842.21,24990,,30.79,48.13,24.55,2023-02-13,0.63,1.76,2023-02-08,BMO
PBLA,"Panbela Therapeutics, Inc.",Healthcare,Biotechnology,USA,9690000,,1.46,0.11449999999999999,1897023,"['Most Volatile', 'Top Gainers']",2,-,-90.29,1.9,6330000,2.67,,-10.71,0.0,5910000.0,61.13,-33700000.0,,-3.71,9.4,67.06,,,40.4,,150000.0,97.17,-15.94,,82.1,381.4,265.0,98.41,0.14,10.77,,,1.23,96.00,50.2,,,12.1,,98.48,1.04,,0.2,,,18.7,0.49,4,0.2,,,34.33,10.45,15.84,False,,31.4,,1.42,1.31,True,,,1330000,2.5,30.29,52.79,94.38,2023-02-13,2.55,0.11,2022-11-10,AMC
MAPS,"WM Technology, Inc.",Technology,Software - Application,USA,189320000,2.87,1.17,0.1143,694344,Top Gainers,1,-,0.41,9.4,89550000,17.02,,-0.19,1.68,74070000.0,1.74,27900000.0,,-0.13,55.6,12.69,220400000.0,0.86,152.7,1.44,4460000.0,58.66,1.29,0.91,17.4,7.1,3.51,80.91,0.21,5.54,,28.7,0.8,8.35,15.84,,,,11.9,85.99,1.03,,1.7,,93.6,45.89,0.13,606,1.7,0.8,23.5,47.28,14.13,10.94,True,0.0,118.9,12.7,0.71,1.05,True,0.0,,974110,2.4,6.1,2.16,56.71,2023-02-13,6.02,4.58,2022-11-07,AMC
COMP,"Compass, Inc.",Technology,Software - Application,USA,1920000000,,4.12,0.11349999999999999,3814511,"['Most Volatile', 'Top Gainers']",2,-,-1.48,0.5,432460000,7.42,,-0.53,10.26,406730000.0,13.19,-618200000.0,,-0.33,67.1,69.55,6520000000.0,0.29,116.8,0.47,17650000.0,12.34,1.48,2.78,60.6,36.2,4.54,50.54,0.76,5.4,,81.5,1.84,9.19,76.82,,,56.5,57.0,55.14,,,1.2,102.9,17.8,123.91,0.37,4775,1.2,14.3,9.3,57.47,10.04,9.71,True,0.06,40.4,9.5,1.15,3.70,True,0.0,,3310000,2.1,6.9,32.04,14.52,2023-02-13,4.34,5.33,2023-02-28,AMC
BCOV,Brightcove Inc.,Technology,Software - Application,USA,298390000,,6.97,0.1134,136441,"['Top Gainers', 'Upgrades']",2,-,-0.08,0.8,41970000,8.06,37.27,0.19,248.98,40440000.0,18.94,-3200000.0,,-0.01,88.2,28.6,214400000.0,1.39,186.8,0.17,390000.0,2.05,2.46,2.83,19.74,1.4,7.5,25.05,0.73,9.53,15.0,3.2,5.12,9.45,33.27,,19.38,19.4,7.0,26.24,0.73,,0.8,7.0,64.7,36.13,0.27,703,0.8,3.3,0.5,71.03,4.64,3.84,True,0.0,60.6,1.5,0.98,6.26,True,0.0,,138750,3.0,12.06,22.44,10.68,2023-02-13,0.98,2.84,2023-02-23,AMC
ATTO,Atento S.A.,Industrials,Specialty Business Services,Luxembourg,67099999,,4.54,0.1127,22335,Top Gainers,1,-,-8.89,4.57,14600000,4.37,,-2.38,0.0,14440000.0,28.28,-127900000.0,,0.4,71.2,43.22,1390000000.0,0.05,98.6,5.84,0.0,23.57,-11.24,,55.3,14.2,9.5,81.32,4.58,0.99,12.0,157.3,2.4,32.00,7.33,,,41.39,1.1,85.81,1.75,,0.9,3.8,,89.17,0.58,140553,0.9,5.9,1.0,43.53,13.66,12.13,False,,112.3,10.9,0.57,4.08,True,,,39480,2.0,14.81,11.55,39.74,2023-02-13,0.03,0.11,2022-11-15,AMC
