Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
INPX,Inpixon,Technology,Software - Application,USA,9590000,,1.31,0.2243,4917808,"['Most Volatile', 'Top Gainers']",2,-,-59.34,2.27,6680000,24.76,,,0.0,6530000.0,22.02,-110700000.0,,,3.9,62.36,19300000.0,0.5,29.4,0.35,330000.0,89.08,14.96,0.09,,85.1,,95.02,8.63,0.15,20.0,181.5,0.87,31.34,22.94,,,,25.1,95.82,0.72,,3.4,21.4,71.7,50.57,0.18,210,3.5,6.7,,48.45,17.69,15.98,False,0.19,54.2,,2.36,1.07,True,0.0,,2080000,,4.61,18.03,82.91,2023-02-15,5.06,0.16,,
ONVO,"Organovo Holdings, Inc.",Healthcare,Diagnostics & Research,USA,28060000,,2.64,0.21100000000000002,930615,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-1.37,2.3,8710000,36.08,,,0.0,8630000.0,61.96,-11900000.0,,,17.8,67.09,1600000.0,17.54,46.0,0.42,270000.0,12.87,2.56,1.03,,40.1,,4.0,1.96,1.35,,44.5,1.37,4.67,87.23,,,30.1,38.0,43.47,0.99,,15.7,18.7,,92.7,0.25,14,15.7,,,71.11,21.35,11.39,True,0.0,6.8,,14.22,2.18,True,0.0,,65420,3.0,49.36,58.54,24.08,2023-02-15,3.12,4.12,,
CIFR,Cipher Mining Inc.,Financial,Capital Markets,USA,454460000,,1.83,0.2079,1845180,"['Most Volatile', 'Top Gainers']",2,-,-0.22,1.4,247510000,9.25,,-0.05,0.29,40980000.0,63.39,-56500000.0,,-0.07,11.1,92.63,,,,2.59,4540000.0,29.62,1.55,1.18,150.0,15.5,3.0,40.39,0.12,14.95,,16.2,0.38,3.94,226.79,,,,,53.55,,,3.6,,,379.31,0.28,10,3.6,,,64.19,16.13,21.49,True,0.0,,,1.73,1.51,True,0.0,,1070000,2.0,31.1,81.75,25.8,2023-02-15,11.08,4.25,2022-11-14,BMO
BXRX,"Baudax Bio, Inc.",Healthcare,Biotechnology,USA,1660000,0.68,3.08,0.1984,212247,"['Most Volatile', 'Top Gainers']",2,-,4.5,0.3,11840000,5.23,,-4.42,285.71,500000.0,11.75,-22500000.0,,-9.76,7.3,48.67,1400000.0,1.19,92.6,11.29,90000.0,89.71,-1.65,,97.7,56.2,24.0,98.77,,,,,1.55,257.74,3.14,,,,87.6,98.8,,,0.3,,,98.71,0.50,80,0.5,33.3,,48.68,13.39,14.33,False,,64.9,,0.10,2.57,True,,,2170000,3.0,2.21,1.96,82.71,2023-02-15,18.33,0.04,2022-11-08,AMC
MYMD,"MyMD Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,96280000,,2.31,0.19690000000000002,835941,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.38,0.6,39050000,1.76,,,4.17,33850000.0,40.0,-14700000.0,,,10.7,12.68,,,75.2,16.85,790000.0,41.07,0.47,4.91,,68.0,,47.74,0.17,13.56,,76.2,0.9,6.15,100.87,,,67.4,,62.44,2.13,,4.5,,,156.67,0.29,9,4.5,,,56.74,15.19,14.09,True,0.0,34.9,,3.49,1.93,True,0.0,,239720,,12.7,40.08,13.65,2023-02-15,2.34,3.3,,
ARBK,Argo Blockchain plc,Financial,Capital Markets,United Kingdom,74290000,2.04,1.61,0.19260000000000002,1585166,"['Most Volatile', 'Top Gainers']",2,-,0.79,0.03,47780000,26.15,,-1.05,0.0,47770000.0,11.54,,,,0.99,98.03,69820000.0,1.06,264.0,,1170000.0,73.43,3.46,0.47,36.0,,1.16,85.66,,,,,0.36,10.75,49.07,,,,,85.02,,,,,,347.22,0.34,43,,32.4,,47.11,23.63,17.6,True,,,,2.63,1.35,True,,,602770,3.2,17.92,22.96,54.23,2023-02-15,2.45,1.94,,
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,-2147483648,12.87,8.98,0.19260000000000002,30492929,"['Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,0.7,2.3,362500000,18.47,2.54,3.54,0.0,344640000.0,16.02,254000000.0,4.95,0.91,66.8,25.77,8130000000.000001,0.41,67.4,18.95,24000000.0,41.19,-1.45,,18.57,0.9,12.0,63.7,1.32,6.78,2.6,66.0,4.0,25.83,42.99,,,17.6,2.1,65.23,1.04,,0.8,2.7,71.2,124.5,0.45,19600,1.0,3.1,21.4,68.25,6.93,5.19,True,,112.6,3.1,5.91,7.53,True,,,5160000,2.8,14.3,20.79,15.16,2023-02-15,6.96,4.65,2023-02-23,BMO
UIHC,United Insurance Holdings Corp.,Financial,Insurance - Property & Casualty,USA,93510000,,1.8,0.19210000000000002,2880698,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-4.08,55.17,43080000,33.82,,,1.4,19400000.0,35.34,-175400000.0,,,14.7,429.26,496500000.0,0.19,40.1,17.14,170000.0,69.81,1.87,0.96,,6.6,,49.15,3.48,0.52,20.0,85.8,0.29,3.80,69.81,0.24,,48.1,12.8,52.63,-0.13,13.33,,5.4,,516.23,0.36,472,,23.9,31.1,50.32,49.66,21.7,True,1.9,393.7,35.3,8.21,1.51,True,1.9,,350800,3.0,10.25,42.0,58.48,2023-02-15,0.9,0.5,2022-11-09,AMC
HEXO,HEXO Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,91800000,,1.63,0.1898,1498492,"['Most Volatile', 'Top Gainers']",2,-,-31.81,3.1,42930000,3.82,,-0.55,0.0,42030000.0,18.98,-1006600000.0,,-0.22,7.54,37.13,176700000.0,0.52,205.1,,2240000.0,53.67,6.15,0.27,68.7,,,81.98,1.39,1.17,,,0.9,10.50,61.39,,,26.5,182.1,84.48,2.19,,0.5,115.7,33.3,80.99,0.15,689,0.7,28.7,,55.57,13.57,10.26,True,1.0,79.9,,1.44,1.37,True,0.01,,1040000,3.2,5.26,6.28,38.36,2023-02-15,5.33,2.15,,
CVNA,Carvana Co.,Consumer Cyclical,Internet Retail,USA,-2147483648,,12.69,0.1838,31011718,"['Most Active', 'Most Volatile', 'Top Gainers']",3,-,-8.93,1.5,105860000,9.42,,-7.54,12.06,95720000.0,73.6,-870000000.0,,-2.24,99.88,30.29,14520000000.0,0.18,38.1,1.19,53440000.0,76.75,2.59,4.9,28.2,10.0,11.81,90.98,3.85,3.3,,290.2,3.55,156.68,167.72,,,19.2,5.0,91.9,2.8,,1.0,103.7,10.8,257.46,2.04,21000,2.4,2.7,11.2,61.93,19.22,21.53,True,27.02,608.3,6.0,1.04,10.72,True,24.15,,29920000,3.0,25.67,78.04,42.47,2023-02-15,55.82,1.79,2023-02-23,AMC
MARA,"Marathon Digital Holdings, Inc.",Financial,Capital Markets,USA,933570000,,7.95,0.183,50133903,"['Most Active', 'Most Volatile', 'Top Gainers']",3,-,-2.41,0.2,116530000,16.74,42.51,0.19,74.15,108040000.0,5.02,-268500000.0,,-0.17,37.5,16.49,149600000.0,6.24,183.7,6.71,48220000.0,52.9,5.36,1.48,107.3,18.0,11.91,68.88,1.55,5.14,50.0,39.2,3.11,32.74,132.46,,,58.7,7.7,75.72,5.07,,5.3,32.7,18.5,155.63,0.88,10,5.3,75.4,,58.77,14.23,13.28,True,0.0,194.2,,1.84,6.72,True,1.25,,27210000,2.3,7.4,36.15,16.69,2023-02-15,44.63,1.77,2022-11-08,AMC
RVSN,Rail Vision Ltd.,Industrials,Railroads,Israel,26880000,,1.64,0.17989999999999998,279679,"['Most Volatile', 'Top Gainers']",2,-,-1.12,61.95,15900000,5.81,,-0.83,0.0,6920000.0,1.03,,,-0.24,1.7,130.82,890000.0,30.13,4.5,241.33,30000.0,67.35,0.67,2.45,6.7,,7.0,,0.63,2.58,,,0.4,3.14,43.95,,,,122.5,47.77,,,7.7,,,309.9,0.26,0,7.7,50.0,,54.33,14.72,18.74,False,0.0,58.9,,1.75,1.39,True,0.0,,160270,2.0,3.16,23.3,66.19,2023-02-15,0.45,0.19,,
COIN,"Coinbase Global, Inc.",Technology,Software - Application,USA,-2147483648,,69.34,0.1747,25370496,"['Major News', 'Most Active', 'Most Volatile', 'Recent Insider Buying', 'Top Gainers']",5,-,-5.6,0.2,223920000,0.14,,-5.37,49.91,175620000.0,28.08,-1119300000.0,,-2.55,59.3,30.29,5060000000.0,3.25,,0.31,36570000.0,23.29,25.13,2.76,66.7,1.7,62.21,64.49,21.12,3.28,,18.4,31.55,214.02,95.93,,,,37.6,67.6,,,1.1,,79.3,119.78,6.80,3730,1.1,55.0,24.4,60.01,12.27,11.86,True,0.6,251.5,22.1,1.59,59.03,True,0.6,,15940000,2.0,14.09,44.6,11.44,2023-02-15,20.82,2.29,2023-02-21,AMC
ILPT,Industrial Logistics Properties Trust,Real Estate,REIT - Industrial,USA,318780000,,4.76,0.161,1239743,"['Double Bottom', 'Most Volatile', 'Top Gainers']",3,-,-2.04,0.2,65250000,7.69,,-1.64,2.29,64540000.00000001,17.24,-132800000.00000001,,-0.53,87.2,26.6,338300000.0,0.94,45.5,1.32,1950000.0,49.09,12.45,0.38,53.4,2.7,6.5,78.0,0.39,12.07,0.6,14.3,3.05,23.08,45.57,0.04,11.85,6.5,5.5,79.38,1.12,0.84,,7.5,86.9,56.07,0.29,0,,87.6,4.0,62.02,9.73,6.17,True,0.0,349.8,39.2,1.30,4.10,True,5.22,72.24,950560,3.0,11.49,21.99,40.21,2023-02-15,3.03,2.06,2023-02-14,AMC
EVI,"EVI Industries, Inc.",Industrials,Industrial Distribution,USA,328180000,66.94,23.16,0.158,25826,"['Most Volatile', 'Top Gainers']",2,-,0.35,9.7,13800000,2.16,,,0.1,6380000.0,18.34,4300000.0,,,36.5,32.27,287000000.0,1.14,52.3,1.58,270000.0,70.92,9.68,2.39,,2.6,,11.29,0.31,74.59,,5.1,7.25,26.92,2.97,,,1.1,3.3,13.97,0.3,,0.8,23.3,28.1,219.45,2.06,640,1.6,33.6,,53.95,10.54,9.25,False,0.0,321.2,2.1,0.97,20.00,True,0.3,,26530,,4.82,4.9,48.4,2023-02-15,4.18,10.06,,
REAL,"The RealReal, Inc.",Consumer Cyclical,Specialty Retail,USA,186900000,,1.78,0.1558,4232276,"['Most Volatile', 'Multiple Bottom', 'Top Gainers']",3,-,-2.23,2.3,96700000,1.11,,-1.25,3.73,94750000.0,13.38,-210000000.0,,-0.36,75.7,0.56,589000000.0,0.32,28.7,16.55,12660000.0,47.18,-1.46,,23.8,30.7,3.42,80.63,,,38.6,343.5,1.04,9.94,42.4,,,,51.0,82.09,2.36,,1.7,,56.5,71.15,0.19,3355,2.1,20.1,33.5,54.81,12.72,12.17,True,,21.5,35.7,1.23,1.54,True,,,3450000,2.4,5.01,20.3,19.11,2023-02-15,13.36,3.67,2023-02-28,AMC
ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,1430000000,,10.03,0.1555,3773344,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-1.56,0.2,142930000,14.24,,-1.31,11.84,140660000.0,0.79,-221500000.0,,-0.35,89.3,18.28,168000000.0,8.51,32.5,3.15,4750000.0,15.71,3.41,2.94,11.5,25.5,13.0,31.63,3.56,2.81,8.3,41.0,5.95,15.67,31.28,,,,34.6,35.99,1.17,,5.3,,66.9,68.43,0.66,858,5.4,21.0,,61.05,7.13,6.88,True,0.0,20.2,,3.93,8.68,True,0.0,,960110,2.1,8.6,15.88,18.07,2023-02-15,3.38,4.95,2023-02-14,AMC
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,Specialty Retail,USA,618320000,,5.24,0.1542,2535456,"['Most Volatile', 'Top Gainers']",2,-,-2.38,4.6,112360000,10.32,,-1.2,0.0,80780000.0,17.49,-261200000.0,,-0.34,90.2,26.88,1950000000.0,0.32,799.1,0.68,13000000.0,38.79,2.62,2.0,17.4,31.9,4.45,63.54,1.72,3.04,29.6,71.2,2.63,15.07,68.49,,,36.03,63.7,65.23,2.21,,0.8,16.2,42.5,99.24,0.47,7920,1.6,21.6,13.4,59.5,11.59,10.61,True,0.0,,13.4,0.85,4.54,True,0.0,,3000000,3.1,11.92,30.28,1.35,2023-02-15,16.1,4.34,2022-12-06,AMC
SCPH,scPharmaceuticals Inc.,Healthcare,Biotechnology,USA,304140000,,9.25,0.1505,752607,"['Most Volatile', 'New High', 'Top Gainers']",3,-,-1.46,0.2,34020000,21.87,,-1.42,49.42,29030000.0,44.53,-34900000.0,,-0.39,43.0,44.98,,,13.0,10.9,1900000.0,49.92,1.14,8.11,0.0,54.7,16.6,91.91,1.37,6.73,,78.7,3.68,8.49,29.01,,,3.8,,8.95,0.26,,2.7,,,151.36,0.61,26,2.7,,,76.11,10.02,8.66,True,0.32,54.8,,2.16,8.04,True,0.0,,348420,1.6,35.98,39.31,63.41,2023-02-15,6.54,5.45,2022-11-09,AMC
ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,1430000000,10.96,43.58,0.1499,538105,Top Gainers,1,-,3.98,1.2,33830000,14.84,17.43,2.5,14.38,31610000.0,19.04,136700000.0,1.37,0.47,87.3,16.4,16430000000.0,0.09,19.0,1.0,580000.0,12.35,35.3,1.23,27.39,3.2,48.33,12.38,4.3,10.15,8.0,13.4,29.35,59.00,24.55,0.74,,48.5,6.0,26.14,0.82,1.7,0.7,26.3,4.3,48.48,1.29,2296,1.4,40.7,1.6,77.36,4.63,3.0,True,1.06,22.1,0.9,2.81,37.90,True,0.42,16.0,191490,1.7,17.73,21.49,21.55,2023-02-15,1.85,3.05,2023-02-14,AMC
AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,-2147483648,,5.17,0.1489,46280410,"['Most Active', 'Most Volatile', 'Top Gainers']",3,-,-1.37,0.19,516820000,9.62,,-0.44,88.07,515280000.0,14.83,-820300000.0,,-0.19,26.8,29.56,4090000000.0,0.71,93.2,4.97,118270000.0,66.08,-2.5,,64.8,8.2,2.39,52.59,1.21,4.27,,37.0,3.77,21.09,27.03,,,34.2,22.8,75.49,1.98,,,4.8,67.8,37.14,0.60,3046,0.6,26.9,10.5,47.98,11.09,10.66,True,,49.7,20.0,1.48,4.50,False,,,31180000,3.7,6.29,2.32,32.31,2023-02-15,22.95,3.79,2022-11-08,AMC
HYFM,"Hydrofarm Holdings Group, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,108980000,,2.21,0.1451,560939,"['Most Volatile', 'Top Gainers']",2,-,-5.82,4.6,45090000,12.76,,-0.76,0.0,39670000.0,26.29,-261200000.0,,-0.46,49.3,20.79,393400000.0,0.28,205.9,10.96,3270000.0,52.37,8.48,0.26,44.5,34.6,2.91,88.58,0.33,6.6,,51.2,1.18,21.25,42.58,,,,2.1,89.6,,,1.0,,12.3,87.29,0.19,709,3.8,40.1,67.1,61.47,12.78,9.77,True,0.32,240.0,66.4,0.72,1.93,True,0.31,,780650,2.5,18.09,21.52,34.04,2023-02-15,8.23,4.18,2022-11-09,AMC
BCAN,BYND Cannasoft Enterprises Inc.,Technology,Software - Infrastructure,Canada,136770000,90.25,3.61,0.1424,86581,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,0.04,64.09,37890000,21.69,,,0.0,1130000.0,5.56,,,,0.83,46.15,1150000.0,119.01,,,30000.0,24.0,1.17,3.09,,,,,,,,,2.12,16.38,6.91,,,,,77.96,,,,,,70.28,0.37,0,,23.1,,59.58,16.52,10.82,False,,,,3.87,3.16,True,,,22390,,13.8,1.09,7.26,2023-02-15,2.62,1.32,,
SJ,Scienjoy Holding Corporation,Communication Services,Broadcasting,China,138980000,11.76,3.54,0.1419,436713,"['Most Volatile', 'Overbought', 'Top Gainers', 'Unusual Volume']",4,-,0.3,76.86,38990000,31.6,,,0.0,4290000.0,38.83,18000000.0,,,0.4,134.44,282900000.0,0.49,7.2,6.8,100000.0,19.18,4.38,0.81,,9.2,,41.0,0.75,4.74,,11.8,1.25,6.15,79.7,,,,19.8,42.44,1.34,,3.3,,18.3,183.2,0.19,285,3.3,8.8,9.8,86.53,10.49,6.31,False,0.0,55.7,6.4,4.82,3.10,True,0.0,,90520,,33.32,55.06,26.59,2023-02-15,2.43,1.15,,
